Date	MAS-1	MOS-60	WAS-1	WAS-43	LOS-25	L7F-1	MBL-1	MBL-11	MBL-34	MAL-57	MBS+13
17/10/1992	0.237696335	0.50443459	0.21754386	0.407017544	0.232488823	0.386518129	0.424273859	0.297717842	0.412863071	0.287822878	0.220289855
18/10/1992	0.227748691	0.519955654	0.232748538	0.408187135	0.233979136	0.410314589	0.465767635	0.28526971	0.420124481	0.243542435	0.210628019
19/10/1992	0.217801047	0.525498891	0.249122807	0.411695906	0.290611028	0.419808996	0.507261411	0.470954357	0.403526971	0.199261993	0.202898551
20/10/1992	0.207853403	0.519955654	0.260818713	0.414035088	0.342771982	0.427982927	0.512448133	0.628630705	0.434647303	0.247232472	0.196135266
21/10/1992	0.197905759	0.525498891	0.25497076	0.402339181	0.350223547	0.446172015	0.496887967	0.559128631	0.491701245	0.258302583	0.195169082
22/10/1992	0.194764398	0.522172949	0.256140351	0.374269006	0.354694486	0.457935408	0.476141079	0.489626556	0.473029046	0.177121771	0.190338164
23/10/1992	0.19895288	0.519955654	0.269005848	0.354385965	0.360655738	0.465895459	0.403526971	0.429460581	0.424273859	0.158671587	0.194202899
24/10/1992	0.210471204	0.522172949	0.263157895	0.34619883	0.378539493	0.474766824	0.343360996	0.398340249	0.375518672	0.18302583	0.194202899
25/10/1992	0.217452356	0.518847007	0.256140351	0.350877193	0.393442623	0.481164622	0.325726141	0.419087137	0.377593361	0.225092251	0.192270531
26/10/1992	0.224432461	0.494456763	0.250292398	0.357894737	0.400894188	0.484837777	0.308091286	0.424273859	0.429460581	0.267158672	0.190338164
27/10/1992	0.231413613	0.503325942	0.243274854	0.361403509	0.399403875	0.491226276	0.310165975	0.424273859	0.450207469	0.291512915	0.190338164
28/10/1992	0.241884817	0.50886918	0.235087719	0.347368421	0.369597615	0.496257102	0.294605809	0.465767635	0.445020747	0.290774908	0.192270531
29/10/1992	0.237696335	0.501108647	0.230409357	0.306432749	0.33681073	0.501036852	0.263485477	0.507261411	0.43879668	0.282656827	0.193236715
30/10/1992	0.230366492	0.50443459	0.231578947	0.302923977	0.304023845	0.507174275	0.294605809	0.512448133	0.426348548	0.273800738	0.190338164
31/10/1992	0.22617801	0.521064302	0.229239766	0.338011696	0.272727273	0.516501297	0.323651452	0.496887967	0.412863071	0.264944649	0.199033816
1/11/1992	0.218499476	0.511086475	0.228070175	0.323976608	0.248882265	0.524005691	0.310165975	0.476141079	0.400414938	0.256826568	0.199033816
2/11/1992	0.210819895	0.503325942	0.228070175	0.305263158	0.239940387	0.530115216	0.296680498	0.403526971	0.387966805	0.24797048	0.198067633
3/11/1992	0.203141361	0.476718404	0.226900585	0.278362573	0.233979136	0.537610311	0.320539419	0.343360996	0.374481328	0.239852399	0.197101449
4/11/1992	0.196858639	0.432372506	0.229239766	0.230409357	0.228017884	0.543478059	0.351659751	0.325726141	0.362033195	0.227306273	0.196135266
5/11/1992	0.208376963	0.453436807	0.231578947	0.21871345	0.222056632	0.549857258	0.336099585	0.308091286	0.349585062	0.208856089	0.188405797
6/11/1992	0.192670157	0.410199557	0.228070175	0.222222222	0.223546945	0.558635632	0.325726141	0.310165975	0.336099585	0.184501845	0.192270531
7/11/1992	0.19895288	0.410199557	0.21754386	0.219883041	0.259314456	0.567339613	0.351659751	0.294605809	0.323651452	0.164575646	0.187439614
8/11/1992	0.20174555	0.425720621	0.221052632	0.244444444	0.290611028	0.573997787	0.393153527	0.263485477	0.31120332	0.15498155	0.187439614
9/11/1992	0.204537173	0.407982262	0.225730994	0.271345029	0.29657228	0.580609465	0.434647303	0.294605809	0.297717842	0.145387454	0.188405797
10/11/1992	0.207329843	0.415742794	0.226900585	0.298245614	0.301043219	0.587314134	0.455394191	0.323651452	0.28526971	0.184501845	0.182608696
11/11/1992	0.2	0.384700665	0.215204678	0.32748538	0.305514158	0.594753434	0.564315353	0.310165975	0.470954357	0.228782288	0.158454106
12/11/1992	0.207329843	0.368070953	0.207017544	0.349707602	0.309985097	0.604015362	0.600622407	0.296680498	0.628630705	0.228782288	0.155555556
13/11/1992	0.207329843	0.352549889	0.203508772	0.325146199	0.312965723	0.611110594	0.528008299	0.320539419	0.559128631	0.228782288	0.149758454
14/11/1992	0.216753927	0.355875831	0.201169591	0.311111111	0.307004471	0.617248017	0.517634855	0.351659751	0.489626556	0.228782288	0.142995169
15/11/1992	0.220243979	0.379157428	0.195321637	0.312280702	0.301043219	0.621627905	0.496887967	0.336099585	0.429460581	0.228782288	0.137198068
16/11/1992	0.223735079	0.335920177	0.189473684	0.315789474	0.295081967	0.629095102	0.476141079	0.325726141	0.398340249	0.228782288	0.13236715
17/11/1992	0.227225131	0.292682927	0.18245614	0.319298246	0.289120715	0.631791848	0.434647303	0.351659751	0.419087137	0.236162362	0.131400966
18/11/1992	0.209424084	0.280487805	0.173099415	0.314619883	0.275707899	0.614077015	0.445020747	0.393153527	0.424273859	0.247232472	0.137198068
19/11/1992	0.211518325	0.324833703	0.169590643	0.287719298	0.263785395	0.620437617	0.496887967	0.434647303	0.424273859	0.250922509	0.136231884
20/11/1992	0.203141361	0.376940133	0.160233918	0.277192982	0.253353204	0.625747417	0.465767635	0.455394191	0.465767635	0.250922509	0.138164251
21/11/1992	0.197905759	0.335920177	0.154385965	0.260818713	0.251862891	0.635771874	0.441908714	0.564315353	0.507261411	0.252398524	0.134299517
22/11/1992	0.189180105	0.259423503	0.149707602	0.240935673	0.250372578	0.645712638	0.476141079	0.600622407	0.512448133	0.254612546	0.134299517
23/11/1992	0.180453403	0.220620843	0.14502924	0.221052632	0.250372578	0.653951663	0.510373444	0.528008299	0.496887967	0.256826568	0.133333333
24/11/1992	0.171727749	0.202882483	0.140350877	0.205847953	0.250372578	0.670271627	0.579875519	0.517634855	0.476141079	0.291512915	0.133333333
25/11/1992	0.165445026	0.188470067	0.135672515	0.208187135	0.254843517	0.704129741	0.673236515	0.496887967	0.403526971	0.324723247	0.13236715
26/11/1992	0.159162304	0.208425721	0.135672515	0.212865497	0.257824143	0.726224462	0.704356846	0.476141079	0.343360996	0.324723247	0.131400966
27/11/1992	0.152879581	0.21286031	0.14619883	0.212865497	0.257824143	0.744878507	0.647302905	0.434647303	0.325726141	0.313653137	0.133333333
28/11/1992	0.156020942	0.266075388	0.147368421	0.21754386	0.248882265	0.762258571	0.590248963	0.445020747	0.308091286	0.305535055	0.133333333
29/11/1992	0.153228272	0.294900222	0.14502924	0.232748538	0.238450075	0.773026958	0.569502075	0.496887967	0.310165975	0.310701107	0.13236715
30/11/1992	0.150436649	0.341463415	0.142690058	0.249122807	0.235469449	0.783451277	0.548755187	0.465767635	0.294605809	0.316605166	0.13236715
1/12/1992	0.147643979	0.349223947	0.141520468	0.260818713	0.235469449	0.794070878	0.522821577	0.441908714	0.263485477	0.321771218	0.133333333
2/12/1992	0.159162304	0.310421286	0.14619883	0.25497076	0.238450075	0.806196937	0.481327801	0.476141079	0.294605809	0.3099631	0.140096618
3/12/1992	0.161256545	0.320399113	0.147368421	0.256140351	0.242921013	0.82338172	0.455394191	0.510373444	0.323651452	0.295202952	0.146859903
4/12/1992	0.158115183	0.350332594	0.148538012	0.269005848	0.245901639	0.83995276	0.470954357	0.579875519	0.310165975	0.346863469	0.157487923
5/12/1992	0.148691099	0.38691796	0.150877193	0.263157895	0.244411326	0.850079508	0.515560166	0.673236515	0.296680498	0.391143911	0.171980676
6/12/1992	0.148691099	0.352549889	0.149707602	0.256140351	0.2414307	0.853287706	0.574688797	0.704356846	0.320539419	0.376383764	0.17294686
7/12/1992	0.148691099	0.292682927	0.148538012	0.250292398	0.238450075	0.86216837	0.633817427	0.647302905	0.351659751	0.361623616	0.17294686
8/12/1992	0.148691099	0.280487805	0.148538012	0.243274854	0.23099851	0.864176981	0.652489627	0.590248963	0.336099585	0.350553506	0.171980676
9/12/1992	0.147643979	0.291574279	0.156725146	0.235087719	0.213114754	0.86854757	0.595435685	0.569502075	0.325726141	0.343173432	0.168115942
10/12/1992	0.143455497	0.259423503	0.171929825	0.230409357	0.193740686	0.86896603	0.528008299	0.548755187	0.351659751	0.339483395	0.151690821
11/12/1992	0.146596859	0.235033259	0.18128655	0.231578947	0.177347243	0.86896603	0.491701245	0.522821577	0.393153527	0.339483395	0.141062802
12/12/1992	0.15078534	0.232815965	0.184795322	0.229239766	0.165424739	0.867785041	0.494813278	0.481327801	0.434647303	0.350553506	0.134299517
13/12/1992	0.153228272	0.205099778	0.18245614	0.228070175	0.156482861	0.863349359	0.533195021	0.455394191	0.455394191	0.372693727	0.126570048
14/12/1992	0.155672251	0.229490022	0.180116959	0.228070175	0.154992548	0.861759208	0.571576763	0.470954357	0.564315353	0.394833948	0.119806763
15/12/1992	0.158115183	0.2172949	0.176608187	0.226900585	0.153502235	0.856207631	0.579875519	0.515560166	0.600622407	0.41697417	0.112077295
16/12/1992	0.161256545	0.2172949	0.173099415	0.229239766	0.149031297	0.850191097	0.564315353	0.574688797	0.528008299	0.387453875	0.10531401
17/12/1992	0.166492147	0.227272727	0.167251462	0.231578947	0.144560358	0.847736128	0.564315353	0.633817427	0.517634855	0.332103321	0.097584541
18/12/1992	0.17382199	0.260532151	0.150877193	0.228070175	0.140089419	0.853761961	0.569502075	0.652489627	0.496887967	0.3099631	0.093719807
19/12/1992	0.179057592	0.259423503	0.136842105	0.21754386	0.13561848	0.842212448	0.574688797	0.595435685	0.476141079	0.293726937	0.088888889
20/12/1992	0.187434555	0.266075388	0.129824561	0.221052632	0.134128167	0.826943285	0.585062241	0.528008299	0.434647303	0.276752768	0.084057971
21/12/1992	0.195811518	0.243902439	0.123976608	0.225730994	0.140089419	0.820182821	0.595435685	0.491701245	0.445020747	0.259778598	0.079227053
22/12/1992	0.204188482	0.259423503	0.118128655	0.226900585	0.146050671	0.81222277	0.605809129	0.494813278	0.496887967	0.228782288	0.075362319
23/12/1992	0.180104712	0.197339246	0.10994152	0.215204678	0.146050671	0.797279076	0.71473029	0.533195021	0.465767635	0.195571956	0.075362319
24/12/1992	0.164397906	0.238359202	0.099415205	0.207017544	0.146050671	0.786120126	0.756224066	0.571576763	0.441908714	0.20295203	0.074396135
25/12/1992	0.157068063	0.210643016	0.095906433	0.203508772	0.146050671	0.777639324	0.706431535	0.579875519	0.476141079	0.221402214	0.072463768
26/12/1992	0.148481675	0.225055432	0.092397661	0.201169591	0.147540984	0.774905381	0.731327801	0.564315353	0.510373444	0.227306273	0.076328502
27/12/1992	0.139895288	0.199556541	0.088888889	0.195321637	0.149031297	0.763579047	0.756224066	0.564315353	0.579875519	0.239852399	0.080193237
28/12/1992	0.131308901	0.231707317	0.086549708	0.189473684	0.146050671	0.74579912	0.781120332	0.569502075	0.673236515	0.252398524	0.084057971
29/12/1992	0.122722513	0.231707317	0.083040936	0.18245614	0.147540984	0.729879018	0.806016598	0.574688797	0.704356846	0.258302583	0.087922705
30/12/1992	0.114136126	0.227272727	0.081871345	0.173099415	0.162444113	0.710257865	0.797717842	0.585062241	0.647302905	0.258302583	0.088888889
31/12/1992	0.105759162	0.23059867	0.085380117	0.169590643	0.178837556	0.6971275	0.76659751	0.595435685	0.590248963	0.258302583	0.088888889
1/01/1993	0.10052356	0.235033259	0.085380117	0.160233918	0.192250373	0.685075834	0.764522822	0.605809129	0.569502075	0.254612546	0.090821256
2/01/1993	0.097120419	0.235033259	0.087719298	0.154385965	0.195230999	0.673386834	0.780082988	0.71473029	0.548755187	0.258302583	0.093719807
3/01/1993	0.093717277	0.227272727	0.09122807	0.149707602	0.193740686	0.664915331	0.795643154	0.756224066	0.522821577	0.273062731	0.097584541
4/01/1993	0.090314136	0.220620843	0.094736842	0.14502924	0.19076006	0.664729349	0.81120332	0.706431535	0.481327801	0.287822878	0.101449275
5/01/1993	0.086910995	0.232815965	0.099415205	0.140350877	0.186289121	0.655458121	0.81846473	0.731327801	0.455394191	0.343173432	0.104347826
6/01/1993	0.082722513	0.236141907	0.104093567	0.135672515	0.180327869	0.648130411	0.787344398	0.756224066	0.470954357	0.420664207	0.103381643
7/01/1993	0.082722513	0.247228381	0.112280702	0.135672515	0.174366617	0.641351349	0.7406639	0.781120332	0.515560166	0.461254613	0.101449275
8/01/1993	0.082722513	0.249445676	0.118128655	0.14619883	0.166915052	0.63676688	0.719917012	0.806016598	0.574688797	0.461254613	0.106280193
9/01/1993	0.084816754	0.257206208	0.126315789	0.147368421	0.1609538	0.630462074	0.706431535	0.797717842	0.633817427	0.437638376	0.112077295
10/01/1993	0.091797906	0.238359202	0.128654971	0.14502924	0.153502235	0.627012098	0.68879668	0.76659751	0.652489627	0.413284133	0.114009662
11/01/1993	0.09877801	0.229490022	0.130994152	0.142690058	0.146050671	0.624268856	0.671161826	0.764522822	0.595435685	0.388929889	0.115942029
12/01/1993	0.105759162	0.208425721	0.132163743	0.141520468	0.137108793	0.621990571	0.636929461	0.780082988	0.528008299	0.376383764	0.116908213
13/01/1993	0.097382199	0.21286031	0.134502924	0.14619883	0.123695976	0.615685764	0.610995851	0.795643154	0.491701245	0.365313653	0.117874396
14/01/1993	0.103664921	0.208425721	0.138011696	0.147368421	0.111773472	0.620679394	0.590248963	0.81120332	0.494813278	0.354243542	0.116908213
15/01/1993	0.109947644	0.229490022	0.147368421	0.148538012	0.099850969	0.624984889	0.564315353	0.81846473	0.533195021	0.354243542	0.113043478
16/01/1993	0.112041885	0.209534368	0.153216374	0.150877193	0.09538003	0.630145903	0.571576763	0.787344398	0.571576763	0.36900369	0.106280193
17/01/1993	0.112390576	0.202882483	0.152046784	0.149707602	0.090909091	0.630880534	0.595435685	0.7406639	0.579875519	0.398523985	0.103381643
18/01/1993	0.112740314	0.199556541	0.149707602	0.148538012	0.092399404	0.632284702	0.619294606	0.719917012	0.564315353	0.42804428	0.101449275
19/01/1993	0.113089005	0.154101996	0.148538012	0.148538012	0.09538003	0.637482913	0.621369295	0.706431535	0.564315353	0.439114391	0.098550725
20/01/1993	0.117277487	0.172949002	0.147368421	0.156725146	0.096870343	0.63942643	0.574688797	0.68879668	0.569502075	0.442804428	0.093719807
21/01/1993	0.122513089	0.155210643	0.152046784	0.171929825	0.098360656	0.641890698	0.564315353	0.671161826	0.574688797	0.501845018	0.083091787
22/01/1993	0.120418848	0.146341463	0.154385965	0.18128655	0.099850969	0.6354929	0.590248963	0.636929461	0.585062241	0.516605166	0.08115942
23/01/1993	0.126701571	0.146341463	0.150877193	0.184795322	0.102831595	0.650734166	0.579875519	0.610995851	0.595435685	0.45904059	0.079227053
24/01/1993	0.1274	0.138580931	0.14619883	0.18245614	0.104321908	0.652296419	0.559128631	0.590248963	0.605809129	0.41697417	0.082125604
25/01/1993	0.128097382	0.138580931	0.141520468	0.180116959	0.105812221	0.657438835	0.538381743	0.564315353	0.71473029	0.374907749	0.085990338
26/01/1993	0.128795812	0.167405765	0.134502924	0.176608187	0.107302534	0.675181565	0.517634855	0.571576763	0.756224066	0.409594096	0.088888889
27/01/1993	0.129842932	0.170731707	0.121637427	0.173099415	0.108792846	0.671164343	0.533195021	0.595435685	0.706431535	0.47601476	0.088888889
28/01/1993	0.128795812	0.168514412	0.113450292	0.167251462	0.111773472	0.67014144	0.528008299	0.619294606	0.731327801	0.431734317	0.088888889
29/01/1993	0.12460733	0.164079823	0.107602339	0.150877193	0.113263785	0.666691464	0.486514523	0.621369295	0.756224066	0.376383764	0.088888889
30/01/1993	0.119371728	0.164079823	0.102923977	0.136842105	0.113263785	0.662199987	0.476141079	0.574688797	0.781120332	0.388929889	0.089855072
31/01/1993	0.114921466	0.164079823	0.102923977	0.129824561	0.108792846	0.655802189	0.476141079	0.564315353	0.806016598	0.413284133	0.09178744
1/02/1993	0.110471204	0.167405765	0.102923977	0.123976608	0.113263785	0.649757758	0.476141079	0.590248963	0.797717842	0.437638376	0.09468599
2/02/1993	0.106020942	0.16962306	0.102923977	0.118128655	0.117734724	0.634897756	0.476141079	0.579875519	0.76659751	0.468634686	0.09468599
3/02/1993	0.101570681	0.16962306	0.102923977	0.10994152	0.117734724	0.613872435	0.460580913	0.559128631	0.764522822	0.487084871	0.09178744
4/02/1993	0.098429319	0.167405765	0.105263158	0.099415205	0.116244411	0.590401443	0.439834025	0.538381743	0.780082988	0.490774908	0.097584541
5/02/1993	0.095287958	0.164079823	0.106432749	0.095906433	0.116244411	0.565833155	0.455394191	0.517634855	0.795643154	0.472324723	0.106280193
6/02/1993	0.091099476	0.159645233	0.106432749	0.092397661	0.114754098	0.53294215	0.481327801	0.533195021	0.81120332	0.457564576	0.123671498
7/02/1993	0.091099476	0.161862528	0.106432749	0.088888889	0.114754098	0.484363521	0.491701245	0.528008299	0.81846473	0.472324723	0.134299517
8/02/1993	0.091099476	0.179600887	0.106432749	0.086549708	0.114754098	0.421975692	0.502074689	0.486514523	0.787344398	0.487084871	0.143961353
9/02/1993	0.091099476	0.177383592	0.106432749	0.083040936	0.114754098	0.347638487	0.507261411	0.476141079	0.7406639	0.457564576	0.154589372
10/02/1993	0.087958115	0.196230599	0.106432749	0.081871345	0.116244411	0.260487088	0.496887967	0.476141079	0.719917012	0.398523985	0.170048309
11/02/1993	0.087958115	0.198447894	0.10877193	0.085380117	0.116244411	0.205622251	0.522821577	0.476141079	0.706431535	0.450184502	0.187439614
12/02/1993	0.092146597	0.190687361	0.115789474	0.085380117	0.117734724	0.17524201	0.543568465	0.476141079	0.68879668	0.52398524	0.198067633
13/02/1993	0.090052356	0.196230599	0.129824561	0.087719298	0.119225037	0.185629132	0.538381743	0.460580913	0.671161826	0.52398524	0.208695652
14/02/1993	0.090401047	0.166297118	0.174269006	0.09122807	0.117734724	0.197680798	0.559128631	0.439834025	0.636929461	0.52398524	0.214492754
15/02/1993	0.090750785	0.181818182	0.219883041	0.094736842	0.113263785	0.199763802	0.579875519	0.455394191	0.610995851	0.52398524	0.220289855
16/02/1993	0.091099476	0.151884701	0.276023392	0.099415205	0.108792846	0.196034853	0.574688797	0.481327801	0.590248963	0.575645756	0.225120773
17/02/1993	0.095287958	0.135254989	0.360233918	0.104093567	0.105812221	0.184848006	0.533195021	0.491701245	0.564315353	0.649446494	0.228985507
18/02/1993	0.103664921	0.123059867	0.416374269	0.112280702	0.102831595	0.155909129	0.507261411	0.502074689	0.571576763	0.67896679	0.24057971
19/02/1993	0.119371728	0.128603104	0.438596491	0.118128655	0.099850969	0.128318625	0.507261411	0.507261411	0.595435685	0.69298893	0.245410628
20/02/1993	0.131937173	0.110864745	0.447953216	0.126315789	0.099850969	0.096757395	0.493775934	0.496887967	0.619294606	0.706273063	0.250241546
21/02/1993	0.15357801	0.10864745	0.446783626	0.128654971	0.099850969	0.080056167	0.465767635	0.522821577	0.621369295	0.719557196	0.259903382
22/02/1993	0.175217801	0.110864745	0.444444444	0.130994152	0.099850969	0.073174814	0.437759336	0.543568465	0.574688797	0.732841328	0.268599034
23/02/1993	0.196858639	0.125277162	0.438596491	0.132163743	0.099850969	0.071259195	0.424273859	0.538381743	0.564315353	0.746125461	0.276328502
24/02/1993	0.215706806	0.116407982	0.415204678	0.134502924	0.102831595	0.064768405	0.393153527	0.559128631	0.590248963	0.756457565	0.280193237
25/02/1993	0.235602094	0.114190687	0.407017544	0.138011696	0.105812221	0.051024299	0.362033195	0.579875519	0.579875519	0.760147601	0.28115942
26/02/1993	0.247120419	0.106430155	0.429239766	0.147368421	0.107302534	0.040711569	0.393153527	0.574688797	0.559128631	0.763837638	0.285024155
27/02/1993	0.247120419	0.10421286	0.405847953	0.153216374	0.110283159	0.034137088	0.442946058	0.533195021	0.538381743	0.771217712	0.286956522
28/02/1993	0.24921466	0.099778271	0.419883041	0.152046784	0.114754098	0.035122795	0.481327801	0.507261411	0.517634855	0.778597786	0.290821256
1/03/1993	0.251308901	0.099778271	0.437426901	0.149707602	0.117734724	0.036387476	0.519709544	0.507261411	0.533195021	0.78597786	0.295652174
2/03/1993	0.253403141	0.084257206	0.449122807	0.148538012	0.12071535	0.03347685	0.507261411	0.493775934	0.528008299	0.789667897	0.300483092
3/03/1993	0.260732984	0.094235033	0.43625731	0.147368421	0.125186289	0.031496136	0.408713693	0.465767635	0.486514523	0.789667897	0.309178744
4/03/1993	0.264921466	0.094235033	0.426900585	0.152046784	0.129657228	0.031421743	0.346473029	0.437759336	0.476141079	0.782287823	0.320772947
5/03/1993	0.276439791	0.101995565	0.430409357	0.154385965	0.134128167	0.030491831	0.351659751	0.424273859	0.476141079	0.767527675	0.331400966
6/03/1993	0.268062827	0.103104213	0.446783626	0.150877193	0.144560358	0.030938189	0.349585062	0.393153527	0.476141079	0.750553506	0.336231884
