t	x(t-1)	x(t-2)	x(t-3)	x(t-4)	x(t-5)	x(t-6)	x(t-7)	x(t-8)	x(t-9)	x(t-10)	x(t-11)	x(t-12)	x(t-13)	x(t-14)	x(t-15)	xt
38	0.235462	-1.09871	-0.485127	2.23079	-1.76098	-0.824866	-1.61573	-2.19403	0.331488	0.938369	0.96772	3.33792	-0.3109	1.70096	-1.71514	-3.26603
39	-3.26603	0.235462	-1.09871	-0.485127	2.23079	-1.76098	-0.824866	-1.61573	-2.19403	0.331488	0.938369	0.96772	3.33792	-0.3109	1.70096	0.0770828
40	0.0770828	-3.26603	0.235462	-1.09871	-0.485127	2.23079	-1.76098	-0.824866	-1.61573	-2.19403	0.331488	0.938369	0.96772	3.33792	-0.3109	1.24225
41	1.24225	0.0770828	-3.26603	0.235462	-1.09871	-0.485127	2.23079	-1.76098	-0.824866	-1.61573	-2.19403	0.331488	0.938369	0.96772	3.33792	0.953262
42	0.953262	1.24225	0.0770828	-3.26603	0.235462	-1.09871	-0.485127	2.23079	-1.76098	-0.824866	-1.61573	-2.19403	0.331488	0.938369	0.96772	4.52027
43	4.52027	0.953262	1.24225	0.0770828	-3.26603	0.235462	-1.09871	-0.485127	2.23079	-1.76098	-0.824866	-1.61573	-2.19403	0.331488	0.938369	-0.487122
44	-0.487122	4.52027	0.953262	1.24225	0.0770828	-3.26603	0.235462	-1.09871	-0.485127	2.23079	-1.76098	-0.824866	-1.61573	-2.19403	0.331488	3.36374
45	3.36374	-0.487122	4.52027	0.953262	1.24225	0.0770828	-3.26603	0.235462	-1.09871	-0.485127	2.23079	-1.76098	-0.824866	-1.61573	-2.19403	0.871774
46	0.871774	3.36374	-0.487122	4.52027	0.953262	1.24225	0.0770828	-3.26603	0.235462	-1.09871	-0.485127	2.23079	-1.76098	-0.824866	-1.61573	-3.53638
47	-3.53638	0.871774	3.36374	-0.487122	4.52027	0.953262	1.24225	0.0770828	-3.26603	0.235462	-1.09871	-0.485127	2.23079	-1.76098	-0.824866	1.67659
48	1.67659	-3.53638	0.871774	3.36374	-0.487122	4.52027	0.953262	1.24225	0.0770828	-3.26603	0.235462	-1.09871	-0.485127	2.23079	-1.76098	0.338683
49	0.338683	1.67659	-3.53638	0.871774	3.36374	-0.487122	4.52027	0.953262	1.24225	0.0770828	-3.26603	0.235462	-1.09871	-0.485127	2.23079	-1.93589
50	-1.93589	0.338683	1.67659	-3.53638	0.871774	3.36374	-0.487122	4.52027	0.953262	1.24225	0.0770828	-3.26603	0.235462	-1.09871	-0.485127	1.09208
51	1.09208	-1.93589	0.338683	1.67659	-3.53638	0.871774	3.36374	-0.487122	4.52027	0.953262	1.24225	0.0770828	-3.26603	0.235462	-1.09871	-0.596721
52	-0.596721	1.09208	-1.93589	0.338683	1.67659	-3.53638	0.871774	3.36374	-0.487122	4.52027	0.953262	1.24225	0.0770828	-3.26603	0.235462	-0.61856
53	-0.61856	-0.596721	1.09208	-1.93589	0.338683	1.67659	-3.53638	0.871774	3.36374	-0.487122	4.52027	0.953262	1.24225	0.0770828	-3.26603	-1.54149
54	-1.54149	-0.61856	-0.596721	1.09208	-1.93589	0.338683	1.67659	-3.53638	0.871774	3.36374	-0.487122	4.52027	0.953262	1.24225	0.0770828	-1.9633
55	-1.9633	-1.54149	-0.61856	-0.596721	1.09208	-1.93589	0.338683	1.67659	-3.53638	0.871774	3.36374	-0.487122	4.52027	0.953262	1.24225	0.351484
56	0.351484	-1.9633	-1.54149	-0.61856	-0.596721	1.09208	-1.93589	0.338683	1.67659	-3.53638	0.871774	3.36374	-0.487122	4.52027	0.953262	0.352438
57	0.352438	0.351484	-1.9633	-1.54149	-0.61856	-0.596721	1.09208	-1.93589	0.338683	1.67659	-3.53638	0.871774	3.36374	-0.487122	4.52027	1.40383
58	1.40383	0.352438	0.351484	-1.9633	-1.54149	-0.61856	-0.596721	1.09208	-1.93589	0.338683	1.67659	-3.53638	0.871774	3.36374	-0.487122	2.40259
59	2.40259	1.40383	0.352438	0.351484	-1.9633	-1.54149	-0.61856	-0.596721	1.09208	-1.93589	0.338683	1.67659	-3.53638	0.871774	3.36374	-0.693323
60	-0.693323	2.40259	1.40383	0.352438	0.351484	-1.9633	-1.54149	-0.61856	-0.596721	1.09208	-1.93589	0.338683	1.67659	-3.53638	0.871774	-0.579331
61	-0.579331	-0.693323	2.40259	1.40383	0.352438	0.351484	-1.9633	-1.54149	-0.61856	-0.596721	1.09208	-1.93589	0.338683	1.67659	-3.53638	0.683668
62	0.683668	-0.579331	-0.693323	2.40259	1.40383	0.352438	0.351484	-1.9633	-1.54149	-0.61856	-0.596721	1.09208	-1.93589	0.338683	1.67659	-0.260922
63	-0.260922	0.683668	-0.579331	-0.693323	2.40259	1.40383	0.352438	0.351484	-1.9633	-1.54149	-0.61856	-0.596721	1.09208	-1.93589	0.338683	3.13333
64	3.13333	-0.260922	0.683668	-0.579331	-0.693323	2.40259	1.40383	0.352438	0.351484	-1.9633	-1.54149	-0.61856	-0.596721	1.09208	-1.93589	1.54129
65	1.54129	3.13333	-0.260922	0.683668	-0.579331	-0.693323	2.40259	1.40383	0.352438	0.351484	-1.9633	-1.54149	-0.61856	-0.596721	1.09208	-0.417065
66	-0.417065	1.54129	3.13333	-0.260922	0.683668	-0.579331	-0.693323	2.40259	1.40383	0.352438	0.351484	-1.9633	-1.54149	-0.61856	-0.596721	0.588928
67	0.588928	-0.417065	1.54129	3.13333	-0.260922	0.683668	-0.579331	-0.693323	2.40259	1.40383	0.352438	0.351484	-1.9633	-1.54149	-0.61856	-1.81218
68	-1.81218	0.588928	-0.417065	1.54129	3.13333	-0.260922	0.683668	-0.579331	-0.693323	2.40259	1.40383	0.352438	0.351484	-1.9633	-1.54149	0.452961
69	0.452961	-1.81218	0.588928	-0.417065	1.54129	3.13333	-0.260922	0.683668	-0.579331	-0.693323	2.40259	1.40383	0.352438	0.351484	-1.9633	-0.495279
70	-0.495279	0.452961	-1.81218	0.588928	-0.417065	1.54129	3.13333	-0.260922	0.683668	-0.579331	-0.693323	2.40259	1.40383	0.352438	0.351484	-1.20543
71	-1.20543	-0.495279	0.452961	-1.81218	0.588928	-0.417065	1.54129	3.13333	-0.260922	0.683668	-0.579331	-0.693323	2.40259	1.40383	0.352438	0.0174603
72	0.0174603	-1.20543	-0.495279	0.452961	-1.81218	0.588928	-0.417065	1.54129	3.13333	-0.260922	0.683668	-0.579331	-0.693323	2.40259	1.40383	-1.11159
73	-1.11159	0.0174603	-1.20543	-0.495279	0.452961	-1.81218	0.588928	-0.417065	1.54129	3.13333	-0.260922	0.683668	-0.579331	-0.693323	2.40259	-1.17236
74	-1.17236	-1.11159	0.0174603	-1.20543	-0.495279	0.452961	-1.81218	0.588928	-0.417065	1.54129	3.13333	-0.260922	0.683668	-0.579331	-0.693323	0.424417
75	0.424417	-1.17236	-1.11159	0.0174603	-1.20543	-0.495279	0.452961	-1.81218	0.588928	-0.417065	1.54129	3.13333	-0.260922	0.683668	-0.579331	-1.33255
76	-1.33255	0.424417	-1.17236	-1.11159	0.0174603	-1.20543	-0.495279	0.452961	-1.81218	0.588928	-0.417065	1.54129	3.13333	-0.260922	0.683668	1.99177
77	1.99177	-1.33255	0.424417	-1.17236	-1.11159	0.0174603	-1.20543	-0.495279	0.452961	-1.81218	0.588928	-0.417065	1.54129	3.13333	-0.260922	2.37913
78	2.37913	1.99177	-1.33255	0.424417	-1.17236	-1.11159	0.0174603	-1.20543	-0.495279	0.452961	-1.81218	0.588928	-0.417065	1.54129	3.13333	0.21339
79	0.21339	2.37913	1.99177	-1.33255	0.424417	-1.17236	-1.11159	0.0174603	-1.20543	-0.495279	0.452961	-1.81218	0.588928	-0.417065	1.54129	0.995557
80	0.995557	0.21339	2.37913	1.99177	-1.33255	0.424417	-1.17236	-1.11159	0.0174603	-1.20543	-0.495279	0.452961	-1.81218	0.588928	-0.417065	-2.16314
81	-2.16314	0.995557	0.21339	2.37913	1.99177	-1.33255	0.424417	-1.17236	-1.11159	0.0174603	-1.20543	-0.495279	0.452961	-1.81218	0.588928	-2.04752
82	-2.04752	-2.16314	0.995557	0.21339	2.37913	1.99177	-1.33255	0.424417	-1.17236	-1.11159	0.0174603	-1.20543	-0.495279	0.452961	-1.81218	-0.692713
83	-0.692713	-2.04752	-2.16314	0.995557	0.21339	2.37913	1.99177	-1.33255	0.424417	-1.17236	-1.11159	0.0174603	-1.20543	-0.495279	0.452961	-0.195118
84	-0.195118	-0.692713	-2.04752	-2.16314	0.995557	0.21339	2.37913	1.99177	-1.33255	0.424417	-1.17236	-1.11159	0.0174603	-1.20543	-0.495279	1.06002
85	1.06002	-0.195118	-0.692713	-2.04752	-2.16314	0.995557	0.21339	2.37913	1.99177	-1.33255	0.424417	-1.17236	-1.11159	0.0174603	-1.20543	-1.41157
86	-1.41157	1.06002	-0.195118	-0.692713	-2.04752	-2.16314	0.995557	0.21339	2.37913	1.99177	-1.33255	0.424417	-1.17236	-1.11159	0.0174603	-1.77677
87	-1.77677	-1.41157	1.06002	-0.195118	-0.692713	-2.04752	-2.16314	0.995557	0.21339	2.37913	1.99177	-1.33255	0.424417	-1.17236	-1.11159	0.223908
88	0.223908	-1.77677	-1.41157	1.06002	-0.195118	-0.692713	-2.04752	-2.16314	0.995557	0.21339	2.37913	1.99177	-1.33255	0.424417	-1.17236	-0.416547
89	-0.416547	0.223908	-1.77677	-1.41157	1.06002	-0.195118	-0.692713	-2.04752	-2.16314	0.995557	0.21339	2.37913	1.99177	-1.33255	0.424417	0.120452
90	0.120452	-0.416547	0.223908	-1.77677	-1.41157	1.06002	-0.195118	-0.692713	-2.04752	-2.16314	0.995557	0.21339	2.37913	1.99177	-1.33255	2.53998
91	2.53998	0.120452	-0.416547	0.223908	-1.77677	-1.41157	1.06002	-0.195118	-0.692713	-2.04752	-2.16314	0.995557	0.21339	2.37913	1.99177	1.29694
92	1.29694	2.53998	0.120452	-0.416547	0.223908	-1.77677	-1.41157	1.06002	-0.195118	-0.692713	-2.04752	-2.16314	0.995557	0.21339	2.37913	1.23855
93	1.23855	1.29694	2.53998	0.120452	-0.416547	0.223908	-1.77677	-1.41157	1.06002	-0.195118	-0.692713	-2.04752	-2.16314	0.995557	0.21339	-1.25564
94	-1.25564	1.23855	1.29694	2.53998	0.120452	-0.416547	0.223908	-1.77677	-1.41157	1.06002	-0.195118	-0.692713	-2.04752	-2.16314	0.995557	-0.489252
95	-0.489252	-1.25564	1.23855	1.29694	2.53998	0.120452	-0.416547	0.223908	-1.77677	-1.41157	1.06002	-0.195118	-0.692713	-2.04752	-2.16314	-0.171799
96	-0.171799	-0.489252	-1.25564	1.23855	1.29694	2.53998	0.120452	-0.416547	0.223908	-1.77677	-1.41157	1.06002	-0.195118	-0.692713	-2.04752	-0.999913
97	-0.999913	-0.171799	-0.489252	-1.25564	1.23855	1.29694	2.53998	0.120452	-0.416547	0.223908	-1.77677	-1.41157	1.06002	-0.195118	-0.692713	1.26069
98	1.26069	-0.999913	-0.171799	-0.489252	-1.25564	1.23855	1.29694	2.53998	0.120452	-0.416547	0.223908	-1.77677	-1.41157	1.06002	-0.195118	-1.71136
99	-1.71136	1.26069	-0.999913	-0.171799	-0.489252	-1.25564	1.23855	1.29694	2.53998	0.120452	-0.416547	0.223908	-1.77677	-1.41157	1.06002	-0.73372
100	-0.73372	-1.71136	1.26069	-0.999913	-0.171799	-0.489252	-1.25564	1.23855	1.29694	2.53998	0.120452	-0.416547	0.223908	-1.77677	-1.41157	-0.802526
101	-0.802526	-0.73372	-1.71136	1.26069	-0.999913	-0.171799	-0.489252	-1.25564	1.23855	1.29694	2.53998	0.120452	-0.416547	0.223908	-1.77677	-1.08915
102	-1.08915	-0.802526	-0.73372	-1.71136	1.26069	-0.999913	-0.171799	-0.489252	-1.25564	1.23855	1.29694	2.53998	0.120452	-0.416547	0.223908	1.94233
103	1.94233	-1.08915	-0.802526	-0.73372	-1.71136	1.26069	-0.999913	-0.171799	-0.489252	-1.25564	1.23855	1.29694	2.53998	0.120452	-0.416547	0.772925
104	0.772925	1.94233	-1.08915	-0.802526	-0.73372	-1.71136	1.26069	-0.999913	-0.171799	-0.489252	-1.25564	1.23855	1.29694	2.53998	0.120452	1.80796
105	1.80796	0.772925	1.94233	-1.08915	-0.802526	-0.73372	-1.71136	1.26069	-0.999913	-0.171799	-0.489252	-1.25564	1.23855	1.29694	2.53998	2.60786
106	2.60786	1.80796	0.772925	1.94233	-1.08915	-0.802526	-0.73372	-1.71136	1.26069	-0.999913	-0.171799	-0.489252	-1.25564	1.23855	1.29694	-0.218942
107	-0.218942	2.60786	1.80796	0.772925	1.94233	-1.08915	-0.802526	-0.73372	-1.71136	1.26069	-0.999913	-0.171799	-0.489252	-1.25564	1.23855	-0.444635
108	-0.444635	-0.218942	2.60786	1.80796	0.772925	1.94233	-1.08915	-0.802526	-0.73372	-1.71136	1.26069	-0.999913	-0.171799	-0.489252	-1.25564	-1.50373
109	-1.50373	-0.444635	-0.218942	2.60786	1.80796	0.772925	1.94233	-1.08915	-0.802526	-0.73372	-1.71136	1.26069	-0.999913	-0.171799	-0.489252	-1.84641
110	-1.84641	-1.50373	-0.444635	-0.218942	2.60786	1.80796	0.772925	1.94233	-1.08915	-0.802526	-0.73372	-1.71136	1.26069	-0.999913	-0.171799	0.120377
111	0.120377	-1.84641	-1.50373	-0.444635	-0.218942	2.60786	1.80796	0.772925	1.94233	-1.08915	-0.802526	-0.73372	-1.71136	1.26069	-0.999913	-0.321961
112	-0.321961	0.120377	-1.84641	-1.50373	-0.444635	-0.218942	2.60786	1.80796	0.772925	1.94233	-1.08915	-0.802526	-0.73372	-1.71136	1.26069	1.99806
113	1.99806	-0.321961	0.120377	-1.84641	-1.50373	-0.444635	-0.218942	2.60786	1.80796	0.772925	1.94233	-1.08915	-0.802526	-0.73372	-1.71136	0.239318
114	0.239318	1.99806	-0.321961	0.120377	-1.84641	-1.50373	-0.444635	-0.218942	2.60786	1.80796	0.772925	1.94233	-1.08915	-0.802526	-0.73372	0.00616415
115	0.00616415	0.239318	1.99806	-0.321961	0.120377	-1.84641	-1.50373	-0.444635	-0.218942	2.60786	1.80796	0.772925	1.94233	-1.08915	-0.802526	-0.61938
116	-0.61938	0.00616415	0.239318	1.99806	-0.321961	0.120377	-1.84641	-1.50373	-0.444635	-0.218942	2.60786	1.80796	0.772925	1.94233	-1.08915	-3.27116
117	-3.27116	-0.61938	0.00616415	0.239318	1.99806	-0.321961	0.120377	-1.84641	-1.50373	-0.444635	-0.218942	2.60786	1.80796	0.772925	1.94233	-1.63593
118	-1.63593	-3.27116	-0.61938	0.00616415	0.239318	1.99806	-0.321961	0.120377	-1.84641	-1.50373	-0.444635	-0.218942	2.60786	1.80796	0.772925	0.572877
119	0.572877	-1.63593	-3.27116	-0.61938	0.00616415	0.239318	1.99806	-0.321961	0.120377	-1.84641	-1.50373	-0.444635	-0.218942	2.60786	1.80796	1.26842
120	1.26842	0.572877	-1.63593	-3.27116	-0.61938	0.00616415	0.239318	1.99806	-0.321961	0.120377	-1.84641	-1.50373	-0.444635	-0.218942	2.60786	0.878794
121	0.878794	1.26842	0.572877	-1.63593	-3.27116	-0.61938	0.00616415	0.239318	1.99806	-0.321961	0.120377	-1.84641	-1.50373	-0.444635	-0.218942	0.624034
122	0.624034	0.878794	1.26842	0.572877	-1.63593	-3.27116	-0.61938	0.00616415	0.239318	1.99806	-0.321961	0.120377	-1.84641	-1.50373	-0.444635	-1.03272
123	-1.03272	0.624034	0.878794	1.26842	0.572877	-1.63593	-3.27116	-0.61938	0.00616415	0.239318	1.99806	-0.321961	0.120377	-1.84641	-1.50373	0.910923
124	0.910923	-1.03272	0.624034	0.878794	1.26842	0.572877	-1.63593	-3.27116	-0.61938	0.00616415	0.239318	1.99806	-0.321961	0.120377	-1.84641	0.173208
125	0.173208	0.910923	-1.03272	0.624034	0.878794	1.26842	0.572877	-1.63593	-3.27116	-0.61938	0.00616415	0.239318	1.99806	-0.321961	0.120377	-1.03647
126	-1.03647	0.173208	0.910923	-1.03272	0.624034	0.878794	1.26842	0.572877	-1.63593	-3.27116	-0.61938	0.00616415	0.239318	1.99806	-0.321961	-0.435422
127	-0.435422	-1.03647	0.173208	0.910923	-1.03272	0.624034	0.878794	1.26842	0.572877	-1.63593	-3.27116	-0.61938	0.00616415	0.239318	1.99806	-1.62387
128	-1.62387	-0.435422	-1.03647	0.173208	0.910923	-1.03272	0.624034	0.878794	1.26842	0.572877	-1.63593	-3.27116	-0.61938	0.00616415	0.239318	-0.107862
129	-0.107862	-1.62387	-0.435422	-1.03647	0.173208	0.910923	-1.03272	0.624034	0.878794	1.26842	0.572877	-1.63593	-3.27116	-0.61938	0.00616415	-0.127031
130	-0.127031	-0.107862	-1.62387	-0.435422	-1.03647	0.173208	0.910923	-1.03272	0.624034	0.878794	1.26842	0.572877	-1.63593	-3.27116	-0.61938	-0.622944
131	-0.622944	-0.127031	-0.107862	-1.62387	-0.435422	-1.03647	0.173208	0.910923	-1.03272	0.624034	0.878794	1.26842	0.572877	-1.63593	-3.27116	1.4184
132	1.4184	-0.622944	-0.127031	-0.107862	-1.62387	-0.435422	-1.03647	0.173208	0.910923	-1.03272	0.624034	0.878794	1.26842	0.572877	-1.63593	-1.97523
133	-1.97523	1.4184	-0.622944	-0.127031	-0.107862	-1.62387	-0.435422	-1.03647	0.173208	0.910923	-1.03272	0.624034	0.878794	1.26842	0.572877	-1.21885
134	-1.21885	-1.97523	1.4184	-0.622944	-0.127031	-0.107862	-1.62387	-0.435422	-1.03647	0.173208	0.910923	-1.03272	0.624034	0.878794	1.26842	0.427937
135	0.427937	-1.21885	-1.97523	1.4184	-0.622944	-0.127031	-0.107862	-1.62387	-0.435422	-1.03647	0.173208	0.910923	-1.03272	0.624034	0.878794	-0.905564
136	-0.905564	0.427937	-1.21885	-1.97523	1.4184	-0.622944	-0.127031	-0.107862	-1.62387	-0.435422	-1.03647	0.173208	0.910923	-1.03272	0.624034	1.48482
137	1.48482	-0.905564	0.427937	-1.21885	-1.97523	1.4184	-0.622944	-0.127031	-0.107862	-1.62387	-0.435422	-1.03647	0.173208	0.910923	-1.03272	2.38956
138	2.38956	1.48482	-0.905564	0.427937	-1.21885	-1.97523	1.4184	-0.622944	-0.127031	-0.107862	-1.62387	-0.435422	-1.03647	0.173208	0.910923	-0.649208
139	-0.649208	2.38956	1.48482	-0.905564	0.427937	-1.21885	-1.97523	1.4184	-0.622944	-0.127031	-0.107862	-1.62387	-0.435422	-1.03647	0.173208	-0.456416
140	-0.456416	-0.649208	2.38956	1.48482	-0.905564	0.427937	-1.21885	-1.97523	1.4184	-0.622944	-0.127031	-0.107862	-1.62387	-0.435422	-1.03647	-0.892679
141	-0.892679	-0.456416	-0.649208	2.38956	1.48482	-0.905564	0.427937	-1.21885	-1.97523	1.4184	-0.622944	-0.127031	-0.107862	-1.62387	-0.435422	-0.221982
142	-0.221982	-0.892679	-0.456416	-0.649208	2.38956	1.48482	-0.905564	0.427937	-1.21885	-1.97523	1.4184	-0.622944	-0.127031	-0.107862	-1.62387	1.41672
143	1.41672	-0.221982	-0.892679	-0.456416	-0.649208	2.38956	1.48482	-0.905564	0.427937	-1.21885	-1.97523	1.4184	-0.622944	-0.127031	-0.107862	0.210108
144	0.210108	1.41672	-0.221982	-0.892679	-0.456416	-0.649208	2.38956	1.48482	-0.905564	0.427937	-1.21885	-1.97523	1.4184	-0.622944	-0.127031	-0.310221
145	-0.310221	0.210108	1.41672	-0.221982	-0.892679	-0.456416	-0.649208	2.38956	1.48482	-0.905564	0.427937	-1.21885	-1.97523	1.4184	-0.622944	-0.487914
146	-0.487914	-0.310221	0.210108	1.41672	-0.221982	-0.892679	-0.456416	-0.649208	2.38956	1.48482	-0.905564	0.427937	-1.21885	-1.97523	1.4184	-1.24639
147	-1.24639	-0.487914	-0.310221	0.210108	1.41672	-0.221982	-0.892679	-0.456416	-0.649208	2.38956	1.48482	-0.905564	0.427937	-1.21885	-1.97523	0.274671
148	0.274671	-1.24639	-0.487914	-0.310221	0.210108	1.41672	-0.221982	-0.892679	-0.456416	-0.649208	2.38956	1.48482	-0.905564	0.427937	-1.21885	2.01672
149	2.01672	0.274671	-1.24639	-0.487914	-0.310221	0.210108	1.41672	-0.221982	-0.892679	-0.456416	-0.649208	2.38956	1.48482	-0.905564	0.427937	1.05843
150	1.05843	2.01672	0.274671	-1.24639	-0.487914	-0.310221	0.210108	1.41672	-0.221982	-0.892679	-0.456416	-0.649208	2.38956	1.48482	-0.905564	-0.0480802
151	-0.0480802	1.05843	2.01672	0.274671	-1.24639	-0.487914	-0.310221	0.210108	1.41672	-0.221982	-0.892679	-0.456416	-0.649208	2.38956	1.48482	-1.75727
152	-1.75727	-0.0480802	1.05843	2.01672	0.274671	-1.24639	-0.487914	-0.310221	0.210108	1.41672	-0.221982	-0.892679	-0.456416	-0.649208	2.38956	-0.799776
