n	x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	y1
40	0.0472672	0.929906	0.421009	0.881182	0.149045	0.96281	0.0214689	0.193149	0.67603	0.763164	0.777742	0.441551	0.622796	0.201658	0.546826	9.61453
41	0.665545	0.114424	0.24065	0.929129	0.0483325	0.185115	0.322969	0.164473	0.142102	0.607188	0.364071	0.0768419	0.113353	0.493229	0.44393	10.9286
42	0.373836	0.857714	0.421678	0.52288	0.820524	0.443147	0.716029	0.496554	0.206311	0.493771	0.938105	0.829107	0.695429	0.484931	0.494651	19.3921
43	0.809853	0.725582	0.423781	0.858186	0.910696	0.74675	0.0226586	0.0527987	0.353938	0.38673	0.129641	0.46729	0.879958	0.573571	0.903996	22.7669
44	0.761709	0.842132	0.470287	0.582233	0.285278	0.186316	0.0787874	0.491589	0.680087	0.0168923	0.320696	0.375516	0.501824	0.815347	0.185369	16.9038
45	0.227405	0.239128	0.0435546	0.138102	0.985878	0.0662133	0.1909	0.339816	0.452943	0.320541	0.807106	0.332901	0.894112	0.711102	0.753355	13.4032
46	0.595486	0.311805	0.0550442	0.880765	0.498121	0.133832	0.372354	0.178208	0.150724	0.69305	0.553724	0.652548	0.508397	0.739093	0.879953	20.6683
47	0.747525	0.782648	0.0180548	0.733403	0.848861	0.208955	0.0732189	0.301804	0.529496	0.880325	0.634705	0.423608	0.591427	0.38806	0.265126	26.068
48	0.864311	0.0750523	0.253114	0.236665	0.25326	0.403838	0.929714	0.806985	0.0563853	0.438111	0.546078	0.936338	0.185636	0.328726	0.954393	5.89068
49	0.919039	0.177587	0.163348	0.992258	0.479391	0.692845	0.872583	0.114095	0.116453	0.46401	0.502155	0.381579	0.528248	0.485701	0.95851	20.7968
50	0.0335627	0.900644	0.586677	0.286823	0.304482	0.516391	0.0938078	0.360867	0.954502	0.639886	0.297205	0.140138	0.968611	0.251598	0.0591773	4.16248
51	0.146198	0.414947	0.0514355	0.625589	0.107792	0.924019	0.739684	0.224245	0.388029	0.241839	0.605824	0.916277	0.72754	0.564334	0.563807	11.9782
52	0.464451	0.664229	0.88472	0.768933	0.180619	0.978528	0.1298	0.135121	0.618414	0.427005	0.275259	0.587025	0.678604	0.334437	0.733223	19.9673
53	0.0935508	0.385872	0.358811	0.201343	0.309891	0.0984953	0.425587	0.69792	0.340334	0.0314112	0.614197	0.0678744	0.595746	0.178004	0.145427	3.95779
54	0.809655	0.078363	0.411389	0.990275	0.056891	0.541189	0.125396	0.675305	0.968195	0.400655	0.262329	0.646799	0.735092	0.995552	0.740349	12.8523
55	0.120964	0.354363	0.941692	0.430855	0.452859	0.367279	0.128775	0.793193	0.39869	0.742972	0.861067	0.994436	0.920976	0.00649389	0.188079	12.0778
56	0.266442	0.974821	0.806424	0.323333	0.516011	0.93182	0.998637	0.484205	0.332475	0.260967	0.131004	0.0675672	0.256519	0.871353	0.188531	16.274
57	0.610882	0.813045	0.619386	0.0637407	0.180324	0.748161	0.856934	0.579015	0.491132	0.718001	0.573451	0.412108	0.724495	0.761529	0.975541	11.8634
58	0.950362	0.347068	0.351304	0.466372	0.278888	0.349941	0.950578	0.611363	0.610908	0.0815815	0.678931	0.867427	0.952935	0.867462	0.478309	14.6427
59	0.76598	0.486848	0.542049	0.946304	0.235008	0.398983	0.525319	0.726141	0.116984	0.0987693	0.138249	0.841479	0.860299	0.11379	0.382123	20.6858
60	0.530524	0.00807863	0.589515	0.481102	0.619442	0.200423	0.562683	0.298373	0.0678498	0.515618	0.165834	0.546158	0.281598	0.652682	0.0882078	7.29541
61	0.227902	0.887691	0.487191	0.75322	0.613831	0.604175	0.851989	0.75208	0.445653	0.712288	0.86587	0.827776	0.600558	0.930022	0.556966	17.7633
62	0.565045	0.429648	0.941648	0.184487	0.630071	0.504331	0.48286	0.697921	0.019949	0.648694	0.244079	0.301547	0.301376	0.332287	0.529448	15.6631
63	0.189067	0.819478	0.282668	0.802898	0.423652	0.134658	0.554979	0.869306	0.846946	0.420849	0.697081	0.447504	0.350871	0.254048	0.287637	16.2423
64	0.717284	0.753065	0.00357988	0.347355	0.257396	0.48644	0.0452758	0.277345	0.135134	0.289355	0.578891	0.43651	0.621642	0.108339	0.625577	20.0942
65	0.441119	0.391008	0.428475	0.864772	0.525666	0.983453	0.734077	0.372612	0.404302	0.431158	0.820116	0.755173	0.685206	0.107753	0.566589	16.5531
66	0.319654	0.507879	0.172393	0.57705	0.994318	0.217668	0.854394	0.129452	0.507023	0.433285	0.565962	0.128665	0.541625	0.191539	0.569784	19.0829
67	0.932633	0.620013	0.434556	0.458298	0.603467	0.168633	0.83091	0.00776873	0.599791	0.651026	0.762941	0.284997	0.758779	0.329531	0.789296	18.3998
68	0.297175	0.756209	0.226234	0.291494	0.973878	0.0806286	0.420946	0.480901	0.513914	0.986908	0.609566	0.0555389	0.178446	0.179349	0.988172	17.5768
69	0.79846	0.613905	0.44647	0.401926	0.782538	0.27738	0.409695	0.382329	0.928406	0.172636	0.667326	0.687185	0.502167	0.456622	0.271002	17.3626
70	0.0272112	0.377587	0.045291	0.00108881	0.458215	0.466237	0.48199	0.972129	0.453144	0.0915551	0.0276679	0.631591	0.270905	0.0158395	0.43005	7.21263
71	0.88481	0.462309	0.831976	0.667347	0.739689	0.241671	0.0496758	0.668095	0.414307	0.717002	0.35528	0.916475	0.173624	0.626282	0.0678269	22.7545
72	0.445413	0.972712	0.654582	0.903628	0.438949	0.136572	0.875758	0.892093	0.228127	0.903425	0.523683	0.499032	0.919265	0.953734	0.383841	21.6996
73	0.381574	0.78571	0.0511884	0.121263	0.0273808	0.100864	0.789359	0.441688	0.817866	0.144639	0.358163	0.991489	0.770922	0.42599	0.91891	13.2548
74	0.891622	0.0789975	0.775032	0.330571	0.215569	0.650789	0.222664	0.443696	0.554215	0.746347	0.942728	0.47348	0.700081	0.326569	0.855054	9.12273
75	0.485791	0.377758	0.976317	0.513172	0.478622	0.765676	0.95486	0.296488	0.910315	0.313023	0.287977	0.681237	0.739013	0.206887	0.105652	17.7403
76	0.184649	0.385448	0.429081	0.400219	0.0362377	0.651745	0.843915	0.590453	0.398092	0.786643	0.0639324	0.0981733	0.113213	0.918986	0.583964	5.67646
77	0.49097	0.895304	0.0971356	0.969592	0.66098	0.0519955	0.26608	0.571295	0.365018	0.554057	0.252532	0.104031	0.760944	0.358184	0.714448	27.1958
78	0.0998962	0.288535	0.943052	0.136134	0.94028	0.786967	0.726587	0.338372	0.57361	0.790519	0.436546	0.686823	0.709505	0.0205097	0.177793	11.0274
79	0.604809	0.117645	0.147385	0.265789	0.169641	0.413465	0.837084	0.534659	0.967522	0.0896162	0.638691	0.728466	0.4478	0.353139	0.58792	8.44812
80	0.876456	0.933684	0.589169	0.816736	0.720651	0.315755	0.155108	0.294261	0.106274	0.591654	0.981083	0.81578	0.612163	0.158876	0.420589	17.3092
81	0.729809	0.306261	0.686378	0.899449	0.719726	0.523463	0.434109	0.687248	0.613079	0.0727994	0.415714	0.0608787	0.425938	0.00363472	0.0515114	20.0801
82	0.696826	0.705846	0.783897	0.851934	0.00010715	0.890172	0.443587	0.98119	0.705951	0.0557506	0.140067	0.12654	0.785559	0.446328	0.812919	20.1067
83	0.685009	0.166054	0.336381	0.119117	0.853302	0.94946	0.191917	0.269017	0.0103391	0.617855	0.272651	0.0618505	0.496827	0.152742	0.047046	10.326
84	0.701501	0.753	0.639038	0.145088	0.73419	0.344989	0.200839	0.874257	0.47153	0.986398	0.320585	0.284448	0.671407	0.486639	0.62083	16.2908
85	0.790524	0.339941	0.57029	0.98244	0.608958	0.580629	0.600295	0.881609	0.64248	0.0971222	0.0343506	0.689526	0.0620913	0.883918	0.442418	21.7199
86	0.195418	0.449995	0.730508	0.929608	0.794985	0.931346	0.803864	0.266514	0.917745	0.124449	0.550963	0.589151	0.611088	0.171792	0.379675	17.4121
87	0.951029	0.742082	0.362115	0.559986	0.322712	0.96241	0.441595	0.965191	0.0595324	0.475946	0.654717	0.121624	0.359864	0.0971351	0.932581	15.8176
88	0.382577	0.675791	0.22216	0.177561	0.607137	0.0260245	0.444076	0.524882	0.150473	0.995038	0.114033	0.761561	0.16683	0.493708	0.71259	13.5011
89	0.908913	0.855824	0.272576	0.231625	0.818234	0.714172	0.196816	0.877766	0.190118	0.851533	0.99939	0.549982	0.948668	0.931971	0.495265	12.7753
90	0.171056	0.463381	0.492109	0.778193	0.489406	0.936185	0.303075	0.639879	0.931223	0.417108	0.40144	0.0980538	0.910816	0.11403	0.0069667	11.912
91	0.76664	0.386606	0.238591	0.584873	0.100777	0.435407	0.46264	0.290895	0.286941	0.462029	0.840877	0.235609	0.394	0.336142	0.47683	17.6107
92	0.940211	0.200658	0.285391	0.429617	0.136843	0.588466	0.0694958	0.0680662	0.00557362	0.470936	0.16612	0.91639	0.584965	0.173087	0.68303	11.552
93	0.971571	0.411678	0.267903	0.0723487	0.847085	0.730543	0.363244	0.134026	0.192572	0.204121	0.369635	0.586572	0.540263	0.846465	0.295121	15.4938
94	0.216292	0.632622	0.921317	0.285788	0.700688	0.92689	0.756724	0.866808	0.84328	0.341689	0.0398946	0.52631	0.313261	0.451573	0.794213	11.9864
95	0.385609	0.298658	0.524755	0.748853	0.432684	0.717327	0.952974	0.802319	0.303899	0.493236	0.648783	0.59902	0.540696	0.435459	0.094799	14.0634
96	0.727421	0.794864	0.937539	0.428109	0.721754	0.694263	0.294917	0.565034	0.0359528	0.334811	0.0913435	0.349213	0.786384	0.885556	0.734823	21.7676
97	0.085042	0.410311	0.483676	0.517726	0.127638	0.43665	0.320045	0.431538	0.929886	0.968828	0.030558	0.470582	0.404287	0.125357	0.34413	6.48745
98	0.687841	0.575803	0.425782	0.723794	0.910614	0.517125	0.0730076	0.696998	0.402681	0.80783	0.78204	0.812992	0.291506	0.299766	0.940631	22.0764
99	0.728156	0.619811	0.372168	0.658041	0.588639	0.402727	0.128624	0.992927	0.528084	0.472753	0.0489652	0.380861	0.611747	0.0425432	0.661748	19.526
100	0.237551	0.898276	0.454179	0.148165	0.415401	0.527186	0.845163	0.818083	0.335017	0.627204	0.631075	0.626523	0.92697	0.571706	0.354679	11.5535
101	0.546781	0.943874	0.01272	0.13542	0.346601	0.141344	0.128347	0.874684	0.614097	0.177312	0.255546	0.225844	0.219855	0.917294	0.698339	19.446
102	0.30301	0.0120162	0.931605	0.148173	0.830099	0.266622	0.775377	0.461174	0.893144	0.702346	0.0328796	0.247823	0.249127	0.976754	0.260543	7.86687
103	0.384547	0.323355	0.401887	0.512894	0.198039	0.0159838	0.690206	0.453585	0.241828	0.910061	0.370878	0.940167	0.860301	0.525723	0.536781	9.58281
104	0.548798	0.196324	0.976906	0.378896	0.462945	0.752282	0.84007	0.35609	0.454629	0.87295	0.603913	0.703756	0.849704	0.864456	0.0883033	14.7229
105	0.173058	0.266342	0.601197	0.371097	0.282326	0.291403	0.824682	0.524154	0.201464	0.19556	0.464321	0.0617648	0.721283	0.00110216	0.326484	8.751
106	0.522808	0.526921	0.928796	0.985753	0.279203	0.768867	0.341843	0.733832	0.641817	0.945755	0.437588	0.49152	0.810211	0.525892	0.664578	24.5207
107	0.0765534	0.127089	0.0356754	0.35888	0.418492	0.860357	0.883034	0.619956	0.0559167	0.347354	0.681721	0.777199	0.348457	0.00820502	0.327214	11.243
108	0.854135	0.827153	0.516766	0.133339	0.596019	0.858608	0.867171	0.237836	0.804364	0.304759	0.729356	0.614575	0.830651	0.393935	0.691128	12.3611
109	0.95774	0.42961	0.0500079	0.376232	0.289967	0.933042	0.996188	0.345884	0.280396	0.677909	0.123083	0.628852	0.686114	0.450297	0.527209	17.8712
110	0.354362	0.733893	0.437771	0.950381	0.592501	0.304942	0.188217	0.396865	0.609702	0.917573	0.0114399	0.440353	0.311508	0.702568	0.398093	19.139
111	0.741118	0.752576	0.774324	0.0310845	0.685618	0.770513	0.376968	0.966014	0.448422	0.500051	0.594866	0.134536	0.950348	0.122075	0.351663	13.4049
112	0.0855561	0.692552	0.426817	0.678057	0.997495	0.615034	0.0749223	0.607197	0.532608	0.0863623	0.0475495	0.844115	0.78893	0.445642	0.585233	13.5649
113	0.541507	0.219967	0.616317	0.227124	0.990479	0.993285	0.193138	0.438901	0.493336	0.788004	0.573437	0.443685	0.910079	0.925101	0.698466	10.7287
114	0.688714	0.388513	0.428367	0.763636	0.99571	0.960974	0.849999	0.0432594	0.80509	0.638929	0.488902	0.390322	0.180436	0.708868	0.00663955	21.3779
115	0.40756	0.699347	0.999925	0.600698	0.138248	0.493261	0.388701	0.711686	0.936946	0.29878	0.636786	0.635412	0.685295	0.647443	0.0264299	19.4838
116	0.414943	0.926994	0.0997935	0.410653	0.887969	0.949792	0.453912	0.693058	0.588721	0.942814	0.0833804	0.769157	0.651682	0.09002	0.176716	18.9878
117	0.351029	0.0899449	0.777414	0.489278	0.583206	0.166115	0.200963	0.520152	0.464895	0.83775	0.155564	0.15019	0.485193	0.181994	0.648817	11.547
118	0.575812	0.921143	0.00758959	0.46378	0.870935	0.461502	0.156838	0.459657	0.404316	0.240219	0.228813	0.0559978	0.330239	0.40553	0.407027	24.1609
119	0.420184	0.182944	0.896304	0.00338965	0.349059	0.0972678	0.523542	0.813954	0.935017	0.679105	0.964144	0.42021	0.861099	0.612961	0.24156	7.12961
120	0.162704	0.465625	0.652553	0.0336392	0.927127	0.809392	0.493296	0.331443	0.0496103	0.722109	0.387441	0.379849	0.127638	0.794468	0.800033	6.44341
121	0.310582	0.690772	0.803422	0.659641	0.78804	0.326964	0.473595	0.723057	0.00606922	0.437739	0.143268	0.867168	0.0507004	0.384828	0.325204	17.0506
122	0.790829	0.892027	0.581171	0.717956	0.701418	0.0744664	0.0493991	0.751029	0.796575	0.43684	0.130878	0.924214	0.231307	0.93091	0.234796	19.0931
123	0.92208	0.734332	0.894437	0.710119	0.0612962	0.368031	0.433177	0.0673654	0.80577	0.576444	0.934534	0.856471	0.961272	0.259737	0.0959441	19.0236
124	0.987971	0.0899746	0.768522	0.689389	0.164441	0.817921	0.440418	0.961016	0.254761	0.571295	0.88523	0.486069	0.502205	0.120026	0.408148	11.2623
125	0.236538	0.0144622	0.118268	0.297834	0.382494	0.551444	0.365199	0.188264	0.127889	0.299733	0.0447344	0.0891611	0.55947	0.140679	0.597965	8.19981
126	0.687939	0.378559	0.818039	0.85238	0.19648	0.258456	0.813397	0.451242	0.829752	0.698627	0.93731	0.331957	0.818652	0.345459	0.568495	17.8589
127	0.833115	0.463726	0.866329	0.215608	0.0151709	0.231528	0.403872	0.14306	0.531261	0.448606	0.232221	0.0907307	0.589285	0.830186	0.700767	16.0976
128	0.0793259	0.535973	0.370506	0.275806	0.794429	0.183902	0.727048	0.624181	0.882529	0.664358	0.956138	0.701181	0.00981694	0.524632	0.534296	8.54805
129	0.473543	0.390961	0.749904	0.488714	0.622489	0.153776	0.631774	0.153749	0.602382	0.863995	0.24448	0.191667	0.69418	0.945247	0.909601	13.345
130	0.300379	0.240003	0.766713	0.027427	0.864184	0.649242	0.691785	0.820322	0.350423	0.701602	0.344954	0.884719	0.175146	0.735915	0.634623	10.3897
131	0.66386	0.358404	0.788399	0.295634	0.512153	0.390781	0.159628	0.756633	0.582448	0.853809	0.701879	0.492049	0.0661142	0.726452	0.937623	14.032
132	0.177627	0.415638	0.0542586	0.0418105	0.0648805	0.746044	0.862132	0.415304	0.447646	0.207086	0.300023	0.622792	0.943001	0.934646	0.286652	6.845
133	0.301404	0.723045	0.582285	0.813557	0.113826	0.741914	0.57019	0.696275	0.595722	0.272069	0.188324	0.661837	0.998521	0.125947	0.310762	15.3677
134	0.345384	0.791281	0.825655	0.207516	0.206584	0.273302	0.414603	0.506608	0.896093	0.357603	0.441254	0.182745	0.659008	0.164299	0.76503	12.4202
135	0.472565	0.278126	0.506944	0.0427547	0.9744	0.102666	0.314824	0.162724	0.764503	0.313345	0.288672	0.0752643	0.338698	0.592245	0.801664	9.1882
136	0.592945	0.243965	0.145146	0.799529	0.517267	0.559749	0.306137	0.41336	0.917352	0.747391	0.596105	0.57636	0.91169	0.361135	0.0489252	18.1597
137	0.189816	0.868078	0.0916799	0.164216	0.970744	0.406504	0.32694	0.735247	0.719849	0.615612	0.810511	0.0585473	0.207857	0.612176	0.476857	14.3414
138	0.720822	0.290633	0.00464964	0.238089	0.850382	0.310786	0.651449	0.767734	0.0581771	0.247554	0.344095	0.969867	0.608689	0.39302	0.159683	17.2929
139	0.476767	0.4847	0.323899	0.447512	0.891203	0.650839	0.182759	0.611052	0.266451	0.99327	0.6696	0.474308	0.605446	0.146457	0.619795	16.4444
140	0.910428	0.815216	0.105368	0.76081	0.126002	0.756818	0.528545	0.184179	0.00437159	0.872639	0.154046	0.61306	0.265659	0.313729	0.0898274	18.8958
141	0.750359	0.637628	0.537339	0.641562	0.288467	0.720098	0.252614	0.554917	0.713368	0.922214	0.0292254	0.318813	0.0686709	0.64902	0.129379	18.5715
142	0.944595	0.0413185	0.320259	0.0705967	0.798136	0.848804	0.254776	0.802508	0.721444	0.408822	0.415568	0.987103	0.722551	0.505395	0.737462	6.66248
143	0.360179	0.0427345	0.379024	0.648645	0.762832	0.631638	0.203563	0.4762	0.553852	0.232788	0.795013	0.622523	0.881808	0.924392	0.558473	10.907
144	0.599792	0.761517	0.939583	0.397928	0.610321	0.194359	0.200435	0.331764	0.603181	0.616003	0.318867	0.325732	0.121399	0.0563285	0.685911	21.8695
145	0.164133	0.435352	0.334556	0.926965	0.0669901	0.538119	0.403165	0.620842	0.770907	0.198178	0.243365	0.652715	0.122569	0.801838	0.0939726	13.7913
146	0.125498	0.999993	0.797574	0.728679	0.615996	0.116441	0.0544111	0.737395	0.17277	0.740322	0.901529	0.608122	0.0748779	0.828494	0.675112	15.8177
147	0.612997	0.231659	0.295954	0.383904	0.429837	0.539319	0.036619	0.552406	0.341157	0.130592	0.543962	0.742787	0.986081	0.475101	0.542345	10.0787
148	0.542338	0.249465	0.329279	0.158334	0.365906	0.38369	0.895729	0.538676	0.124012	0.797258	0.146797	0.198889	0.625752	0.821909	0.811886	10.3295
149	0.857412	0.117863	0.19579	0.287249	0.657182	0.232409	0.839655	0.99834	0.363	0.383618	0.741127	0.349081	0.858719	0.283472	0.800972	10.9703
150	0.0504368	0.788597	0.984143	0.416343	0.172287	0.879873	0.955018	0.296298	0.677131	0.101815	0.495188	0.302883	0.923725	0.307074	0.160295	12.2461
151	0.0415877	0.502864	0.447543	0.69877	0.735272	0.287199	0.69711	0.0982729	0.670816	0.438236	0.447354	0.529535	0.721708	0.248326	0.988853	11.8075
152	0.77745	0.531661	0.715106	0.949737	0.411533	0.670124	0.246035	0.0886641	0.771939	0.741223	0.391547	0.695664	0.0482964	0.551842	0.737252	20.2831
153	0.55116	0.999386	0.436022	0.286432	0.286584	0.133131	0.384705	0.9574	0.571368	0.832059	0.486935	0.293076	0.0803856	0.475789	0.840593	13.5713
154	0.372253	0.0942542	0.202976	0.783787	0.764378	0.449011	0.872451	0.536317	0.190233	0.263998	0.231981	0.23853	0.81584	0.969233	0.78969	13.1345
155	0.815226	0.405255	0.0761223	0.10181	0.538386	0.460828	0.0592099	0.109753	0.292887	0.546145	0.402829	0.373273	0.0219336	0.243422	0.752421	14.4484
156	0.846675	0.478148	0.399462	0.611053	0.927159	0.271912	0.147371	0.117393	0.535911	0.379352	0.355923	0.351751	0.348585	0.145613	0.166976	21.2605
157	0.75384	0.221735	0.268786	0.292225	0.682563	0.327996	0.401979	0.97545	0.874141	0.804808	0.348722	0.896075	0.0482293	0.101144	0.171247	12.5671
158	0.649396	0.0633662	0.558872	0.576555	0.335279	0.706243	0.693948	0.871189	0.0855955	0.0498703	0.22294	0.434181	0.195483	0.389916	0.188021	9.20916
159	0.417218	0.658702	0.480246	0.0997803	0.986698	0.882225	0.07523	0.860839	0.687032	0.423952	0.756914	0.735262	0.525096	0.928161	0.399166	12.6534
160	0.462532	0.0317873	0.154112	0.797811	0.738031	0.848059	0.669	0.823626	0.89793	0.89194	0.257807	0.0934124	0.281857	0.445827	0.51063	17.0603
161	0.940559	0.926073	0.61041	0.927257	0.808298	0.68564	0.788096	0.495331	0.109593	0.54501	0.230592	0.634689	0.473172	0.629758	0.107603	17.089
162	0.890102	0.877421	0.0528993	0.559103	0.701047	0.950829	0.451043	0.958854	0.0442412	0.732899	0.404681	0.554871	0.673458	0.330755	0.165282	19.1082
163	0.600715	0.139053	0.850922	0.388812	0.634383	0.960515	0.933822	0.864976	0.595203	0.406994	0.494734	0.702807	0.457722	0.587025	0.842198	14.2072
164	0.719619	0.715462	0.0362296	0.420666	0.66629	0.487272	0.37952	0.710532	0.220172	0.784202	0.265403	0.89363	0.114956	0.430685	0.494345	21.5348
165	0.254009	0.281607	0.883157	0.888392	0.242122	0.816979	0.753368	0.837325	0.223973	0.248102	0.540132	0.681695	0.835127	0.38233	0.344258	14.9543
166	0.0597192	0.348484	0.522615	0.72601	0.835756	0.902135	0.436541	0.0559282	0.686337	0.701944	0.949558	0.801293	0.132629	0.443904	0.055302	11.4563
167	0.414236	0.327061	0.943695	0.656358	0.14404	0.697063	0.493683	0.368013	0.945165	0.0338147	0.0497085	0.780292	0.416144	0.393966	0.0925461	16.4556
