t	x(t-1)	x(t-2)	x(t-3)	x(t-4)	x(t-5)	x(t-6)	x(t-7)	x(t-8)	x(t-9)	x(t-10)	x(t-11)	x(t-12)	x(t-13)	x(t-14)	x(t-15)	xt
19	0.0328703	0.015465	0.1935	0.121012	0.0812225	-0.0668417	0.0474061	0.000499744	0.10549	0.165941	-0.101504	-0.0280218	0.0717093	0.00730224	0.041256	-0.0251773
20	-0.0251773	0.0328703	0.015465	0.1935	0.121012	0.0812225	-0.0668417	0.0474061	0.000499744	0.10549	0.165941	-0.101504	-0.0280218	0.0717093	0.00730224	-0.0947505
21	-0.0947505	-0.0251773	0.0328703	0.015465	0.1935	0.121012	0.0812225	-0.0668417	0.0474061	0.000499744	0.10549	0.165941	-0.101504	-0.0280218	0.0717093	0.0503604
22	0.0503604	-0.0947505	-0.0251773	0.0328703	0.015465	0.1935	0.121012	0.0812225	-0.0668417	0.0474061	0.000499744	0.10549	0.165941	-0.101504	-0.0280218	-0.0241279
23	-0.0241279	0.0503604	-0.0947505	-0.0251773	0.0328703	0.015465	0.1935	0.121012	0.0812225	-0.0668417	0.0474061	0.000499744	0.10549	0.165941	-0.101504	-0.0274478
24	-0.0274478	-0.0241279	0.0503604	-0.0947505	-0.0251773	0.0328703	0.015465	0.1935	0.121012	0.0812225	-0.0668417	0.0474061	0.000499744	0.10549	0.165941	-0.0179171
25	-0.0179171	-0.0274478	-0.0241279	0.0503604	-0.0947505	-0.0251773	0.0328703	0.015465	0.1935	0.121012	0.0812225	-0.0668417	0.0474061	0.000499744	0.10549	-0.118843
26	-0.118843	-0.0179171	-0.0274478	-0.0241279	0.0503604	-0.0947505	-0.0251773	0.0328703	0.015465	0.1935	0.121012	0.0812225	-0.0668417	0.0474061	0.000499744	-0.056049
27	-0.056049	-0.118843	-0.0179171	-0.0274478	-0.0241279	0.0503604	-0.0947505	-0.0251773	0.0328703	0.015465	0.1935	0.121012	0.0812225	-0.0668417	0.0474061	-0.00263714
28	-0.00263714	-0.056049	-0.118843	-0.0179171	-0.0274478	-0.0241279	0.0503604	-0.0947505	-0.0251773	0.0328703	0.015465	0.1935	0.121012	0.0812225	-0.0668417	0.10601
29	0.10601	-0.00263714	-0.056049	-0.118843	-0.0179171	-0.0274478	-0.0241279	0.0503604	-0.0947505	-0.0251773	0.0328703	0.015465	0.1935	0.121012	0.0812225	0.0214352
30	0.0214352	0.10601	-0.00263714	-0.056049	-0.118843	-0.0179171	-0.0274478	-0.0241279	0.0503604	-0.0947505	-0.0251773	0.0328703	0.015465	0.1935	0.121012	0.124651
31	0.124651	0.0214352	0.10601	-0.00263714	-0.056049	-0.118843	-0.0179171	-0.0274478	-0.0241279	0.0503604	-0.0947505	-0.0251773	0.0328703	0.015465	0.1935	0.0691597
32	0.0691597	0.124651	0.0214352	0.10601	-0.00263714	-0.056049	-0.118843	-0.0179171	-0.0274478	-0.0241279	0.0503604	-0.0947505	-0.0251773	0.0328703	0.015465	-0.272852
33	-0.272852	0.0691597	0.124651	0.0214352	0.10601	-0.00263714	-0.056049	-0.118843	-0.0179171	-0.0274478	-0.0241279	0.0503604	-0.0947505	-0.0251773	0.0328703	0.105533
34	0.105533	-0.272852	0.0691597	0.124651	0.0214352	0.10601	-0.00263714	-0.056049	-0.118843	-0.0179171	-0.0274478	-0.0241279	0.0503604	-0.0947505	-0.0251773	0.0661111
35	0.0661111	0.105533	-0.272852	0.0691597	0.124651	0.0214352	0.10601	-0.00263714	-0.056049	-0.118843	-0.0179171	-0.0274478	-0.0241279	0.0503604	-0.0947505	0.140842
36	0.140842	0.0661111	0.105533	-0.272852	0.0691597	0.124651	0.0214352	0.10601	-0.00263714	-0.056049	-0.118843	-0.0179171	-0.0274478	-0.0241279	0.0503604	0.0469335
37	0.0469335	0.140842	0.0661111	0.105533	-0.272852	0.0691597	0.124651	0.0214352	0.10601	-0.00263714	-0.056049	-0.118843	-0.0179171	-0.0274478	-0.0241279	-0.0207328
38	-0.0207328	0.0469335	0.140842	0.0661111	0.105533	-0.272852	0.0691597	0.124651	0.0214352	0.10601	-0.00263714	-0.056049	-0.118843	-0.0179171	-0.0274478	-0.127676
39	-0.127676	-0.0207328	0.0469335	0.140842	0.0661111	0.105533	-0.272852	0.0691597	0.124651	0.0214352	0.10601	-0.00263714	-0.056049	-0.118843	-0.0179171	0.0284001
40	0.0284001	-0.127676	-0.0207328	0.0469335	0.140842	0.0661111	0.105533	-0.272852	0.0691597	0.124651	0.0214352	0.10601	-0.00263714	-0.056049	-0.118843	0.284529
41	0.284529	0.0284001	-0.127676	-0.0207328	0.0469335	0.140842	0.0661111	0.105533	-0.272852	0.0691597	0.124651	0.0214352	0.10601	-0.00263714	-0.056049	0.100321
42	0.100321	0.284529	0.0284001	-0.127676	-0.0207328	0.0469335	0.140842	0.0661111	0.105533	-0.272852	0.0691597	0.124651	0.0214352	0.10601	-0.00263714	0.157228
43	0.157228	0.100321	0.284529	0.0284001	-0.127676	-0.0207328	0.0469335	0.140842	0.0661111	0.105533	-0.272852	0.0691597	0.124651	0.0214352	0.10601	0.206478
44	0.206478	0.157228	0.100321	0.284529	0.0284001	-0.127676	-0.0207328	0.0469335	0.140842	0.0661111	0.105533	-0.272852	0.0691597	0.124651	0.0214352	0.0106708
45	0.0106708	0.206478	0.157228	0.100321	0.284529	0.0284001	-0.127676	-0.0207328	0.0469335	0.140842	0.0661111	0.105533	-0.272852	0.0691597	0.124651	0.0721708
46	0.0721708	0.0106708	0.206478	0.157228	0.100321	0.284529	0.0284001	-0.127676	-0.0207328	0.0469335	0.140842	0.0661111	0.105533	-0.272852	0.0691597	-0.04971
47	-0.04971	0.0721708	0.0106708	0.206478	0.157228	0.100321	0.284529	0.0284001	-0.127676	-0.0207328	0.0469335	0.140842	0.0661111	0.105533	-0.272852	0.205697
48	0.205697	-0.04971	0.0721708	0.0106708	0.206478	0.157228	0.100321	0.284529	0.0284001	-0.127676	-0.0207328	0.0469335	0.140842	0.0661111	0.105533	0.0982369
49	0.0982369	0.205697	-0.04971	0.0721708	0.0106708	0.206478	0.157228	0.100321	0.284529	0.0284001	-0.127676	-0.0207328	0.0469335	0.140842	0.0661111	-0.012266
50	-0.012266	0.0982369	0.205697	-0.04971	0.0721708	0.0106708	0.206478	0.157228	0.100321	0.284529	0.0284001	-0.127676	-0.0207328	0.0469335	0.140842	0.167851
51	0.167851	-0.012266	0.0982369	0.205697	-0.04971	0.0721708	0.0106708	0.206478	0.157228	0.100321	0.284529	0.0284001	-0.127676	-0.0207328	0.0469335	0.107236
52	0.107236	0.167851	-0.012266	0.0982369	0.205697	-0.04971	0.0721708	0.0106708	0.206478	0.157228	0.100321	0.284529	0.0284001	-0.127676	-0.0207328	0.0206754
53	0.0206754	0.107236	0.167851	-0.012266	0.0982369	0.205697	-0.04971	0.0721708	0.0106708	0.206478	0.157228	0.100321	0.284529	0.0284001	-0.127676	-0.0290808
54	-0.0290808	0.0206754	0.107236	0.167851	-0.012266	0.0982369	0.205697	-0.04971	0.0721708	0.0106708	0.206478	0.157228	0.100321	0.284529	0.0284001	-0.0162468
55	-0.0162468	-0.0290808	0.0206754	0.107236	0.167851	-0.012266	0.0982369	0.205697	-0.04971	0.0721708	0.0106708	0.206478	0.157228	0.100321	0.284529	0.0377989
56	0.0377989	-0.0162468	-0.0290808	0.0206754	0.107236	0.167851	-0.012266	0.0982369	0.205697	-0.04971	0.0721708	0.0106708	0.206478	0.157228	0.100321	-0.107999
57	-0.107999	0.0377989	-0.0162468	-0.0290808	0.0206754	0.107236	0.167851	-0.012266	0.0982369	0.205697	-0.04971	0.0721708	0.0106708	0.206478	0.157228	-0.0041745
58	-0.0041745	-0.107999	0.0377989	-0.0162468	-0.0290808	0.0206754	0.107236	0.167851	-0.012266	0.0982369	0.205697	-0.04971	0.0721708	0.0106708	0.206478	0.108855
59	0.108855	-0.0041745	-0.107999	0.0377989	-0.0162468	-0.0290808	0.0206754	0.107236	0.167851	-0.012266	0.0982369	0.205697	-0.04971	0.0721708	0.0106708	0.0378242
60	0.0378242	0.108855	-0.0041745	-0.107999	0.0377989	-0.0162468	-0.0290808	0.0206754	0.107236	0.167851	-0.012266	0.0982369	0.205697	-0.04971	0.0721708	0.00926747
61	0.00926747	0.0378242	0.108855	-0.0041745	-0.107999	0.0377989	-0.0162468	-0.0290808	0.0206754	0.107236	0.167851	-0.012266	0.0982369	0.205697	-0.04971	-0.215338
62	-0.215338	0.00926747	0.0378242	0.108855	-0.0041745	-0.107999	0.0377989	-0.0162468	-0.0290808	0.0206754	0.107236	0.167851	-0.012266	0.0982369	0.205697	-0.00130465
63	-0.00130465	-0.215338	0.00926747	0.0378242	0.108855	-0.0041745	-0.107999	0.0377989	-0.0162468	-0.0290808	0.0206754	0.107236	0.167851	-0.012266	0.0982369	-0.0499753
64	-0.0499753	-0.00130465	-0.215338	0.00926747	0.0378242	0.108855	-0.0041745	-0.107999	0.0377989	-0.0162468	-0.0290808	0.0206754	0.107236	0.167851	-0.012266	0.170418
65	0.170418	-0.0499753	-0.00130465	-0.215338	0.00926747	0.0378242	0.108855	-0.0041745	-0.107999	0.0377989	-0.0162468	-0.0290808	0.0206754	0.107236	0.167851	0.00648203
66	0.00648203	0.170418	-0.0499753	-0.00130465	-0.215338	0.00926747	0.0378242	0.108855	-0.0041745	-0.107999	0.0377989	-0.0162468	-0.0290808	0.0206754	0.107236	0.0570042
67	0.0570042	0.00648203	0.170418	-0.0499753	-0.00130465	-0.215338	0.00926747	0.0378242	0.108855	-0.0041745	-0.107999	0.0377989	-0.0162468	-0.0290808	0.0206754	0.179407
68	0.179407	0.0570042	0.00648203	0.170418	-0.0499753	-0.00130465	-0.215338	0.00926747	0.0378242	0.108855	-0.0041745	-0.107999	0.0377989	-0.0162468	-0.0290808	0.110372
69	0.110372	0.179407	0.0570042	0.00648203	0.170418	-0.0499753	-0.00130465	-0.215338	0.00926747	0.0378242	0.108855	-0.0041745	-0.107999	0.0377989	-0.0162468	0.0769448
70	0.0769448	0.110372	0.179407	0.0570042	0.00648203	0.170418	-0.0499753	-0.00130465	-0.215338	0.00926747	0.0378242	0.108855	-0.0041745	-0.107999	0.0377989	-0.0587644
71	-0.0587644	0.0769448	0.110372	0.179407	0.0570042	0.00648203	0.170418	-0.0499753	-0.00130465	-0.215338	0.00926747	0.0378242	0.108855	-0.0041745	-0.107999	0.106713
72	0.106713	-0.0587644	0.0769448	0.110372	0.179407	0.0570042	0.00648203	0.170418	-0.0499753	-0.00130465	-0.215338	0.00926747	0.0378242	0.108855	-0.0041745	-0.00843589
73	-0.00843589	0.106713	-0.0587644	0.0769448	0.110372	0.179407	0.0570042	0.00648203	0.170418	-0.0499753	-0.00130465	-0.215338	0.00926747	0.0378242	0.108855	0.0981416
74	0.0981416	-0.00843589	0.106713	-0.0587644	0.0769448	0.110372	0.179407	0.0570042	0.00648203	0.170418	-0.0499753	-0.00130465	-0.215338	0.00926747	0.0378242	-0.0144029
75	-0.0144029	0.0981416	-0.00843589	0.106713	-0.0587644	0.0769448	0.110372	0.179407	0.0570042	0.00648203	0.170418	-0.0499753	-0.00130465	-0.215338	0.00926747	-0.0413123
76	-0.0413123	-0.0144029	0.0981416	-0.00843589	0.106713	-0.0587644	0.0769448	0.110372	0.179407	0.0570042	0.00648203	0.170418	-0.0499753	-0.00130465	-0.215338	0.064416
77	0.064416	-0.0413123	-0.0144029	0.0981416	-0.00843589	0.106713	-0.0587644	0.0769448	0.110372	0.179407	0.0570042	0.00648203	0.170418	-0.0499753	-0.00130465	0.109519
78	0.109519	0.064416	-0.0413123	-0.0144029	0.0981416	-0.00843589	0.106713	-0.0587644	0.0769448	0.110372	0.179407	0.0570042	0.00648203	0.170418	-0.0499753	-0.0605276
79	-0.0605276	0.109519	0.064416	-0.0413123	-0.0144029	0.0981416	-0.00843589	0.106713	-0.0587644	0.0769448	0.110372	0.179407	0.0570042	0.00648203	0.170418	0.0137431
80	0.0137431	-0.0605276	0.109519	0.064416	-0.0413123	-0.0144029	0.0981416	-0.00843589	0.106713	-0.0587644	0.0769448	0.110372	0.179407	0.0570042	0.00648203	0.182707
81	0.182707	0.0137431	-0.0605276	0.109519	0.064416	-0.0413123	-0.0144029	0.0981416	-0.00843589	0.106713	-0.0587644	0.0769448	0.110372	0.179407	0.0570042	-0.124507
82	-0.124507	0.182707	0.0137431	-0.0605276	0.109519	0.064416	-0.0413123	-0.0144029	0.0981416	-0.00843589	0.106713	-0.0587644	0.0769448	0.110372	0.179407	0.0028187
83	0.0028187	-0.124507	0.182707	0.0137431	-0.0605276	0.109519	0.064416	-0.0413123	-0.0144029	0.0981416	-0.00843589	0.106713	-0.0587644	0.0769448	0.110372	0.0137519
84	0.0137519	0.0028187	-0.124507	0.182707	0.0137431	-0.0605276	0.109519	0.064416	-0.0413123	-0.0144029	0.0981416	-0.00843589	0.106713	-0.0587644	0.0769448	0.141149
85	0.141149	0.0137519	0.0028187	-0.124507	0.182707	0.0137431	-0.0605276	0.109519	0.064416	-0.0413123	-0.0144029	0.0981416	-0.00843589	0.106713	-0.0587644	-0.0311508
86	-0.0311508	0.141149	0.0137519	0.0028187	-0.124507	0.182707	0.0137431	-0.0605276	0.109519	0.064416	-0.0413123	-0.0144029	0.0981416	-0.00843589	0.106713	-0.096535
87	-0.096535	-0.0311508	0.141149	0.0137519	0.0028187	-0.124507	0.182707	0.0137431	-0.0605276	0.109519	0.064416	-0.0413123	-0.0144029	0.0981416	-0.00843589	-0.00872491
88	-0.00872491	-0.096535	-0.0311508	0.141149	0.0137519	0.0028187	-0.124507	0.182707	0.0137431	-0.0605276	0.109519	0.064416	-0.0413123	-0.0144029	0.0981416	0.101631
89	0.101631	-0.00872491	-0.096535	-0.0311508	0.141149	0.0137519	0.0028187	-0.124507	0.182707	0.0137431	-0.0605276	0.109519	0.064416	-0.0413123	-0.0144029	0.109901
90	0.109901	0.101631	-0.00872491	-0.096535	-0.0311508	0.141149	0.0137519	0.0028187	-0.124507	0.182707	0.0137431	-0.0605276	0.109519	0.064416	-0.0413123	-0.062274
91	-0.062274	0.109901	0.101631	-0.00872491	-0.096535	-0.0311508	0.141149	0.0137519	0.0028187	-0.124507	0.182707	0.0137431	-0.0605276	0.109519	0.064416	0.140044
92	0.140044	-0.062274	0.109901	0.101631	-0.00872491	-0.096535	-0.0311508	0.141149	0.0137519	0.0028187	-0.124507	0.182707	0.0137431	-0.0605276	0.109519	0.148761
93	0.148761	0.140044	-0.062274	0.109901	0.101631	-0.00872491	-0.096535	-0.0311508	0.141149	0.0137519	0.0028187	-0.124507	0.182707	0.0137431	-0.0605276	-0.107812
94	-0.107812	0.148761	0.140044	-0.062274	0.109901	0.101631	-0.00872491	-0.096535	-0.0311508	0.141149	0.0137519	0.0028187	-0.124507	0.182707	0.0137431	-0.102621
95	-0.102621	-0.107812	0.148761	0.140044	-0.062274	0.109901	0.101631	-0.00872491	-0.096535	-0.0311508	0.141149	0.0137519	0.0028187	-0.124507	0.182707	0.088618
96	0.088618	-0.102621	-0.107812	0.148761	0.140044	-0.062274	0.109901	0.101631	-0.00872491	-0.096535	-0.0311508	0.141149	0.0137519	0.0028187	-0.124507	0.0287268
97	0.0287268	0.088618	-0.102621	-0.107812	0.148761	0.140044	-0.062274	0.109901	0.101631	-0.00872491	-0.096535	-0.0311508	0.141149	0.0137519	0.0028187	0.0389531
98	0.0389531	0.0287268	0.088618	-0.102621	-0.107812	0.148761	0.140044	-0.062274	0.109901	0.101631	-0.00872491	-0.096535	-0.0311508	0.141149	0.0137519	0.00728618
99	0.00728618	0.0389531	0.0287268	0.088618	-0.102621	-0.107812	0.148761	0.140044	-0.062274	0.109901	0.101631	-0.00872491	-0.096535	-0.0311508	0.141149	0.0103406
100	0.0103406	0.00728618	0.0389531	0.0287268	0.088618	-0.102621	-0.107812	0.148761	0.140044	-0.062274	0.109901	0.101631	-0.00872491	-0.096535	-0.0311508	0.0185406
101	0.0185406	0.0103406	0.00728618	0.0389531	0.0287268	0.088618	-0.102621	-0.107812	0.148761	0.140044	-0.062274	0.109901	0.101631	-0.00872491	-0.096535	0.0146624
102	0.0146624	0.0185406	0.0103406	0.00728618	0.0389531	0.0287268	0.088618	-0.102621	-0.107812	0.148761	0.140044	-0.062274	0.109901	0.101631	-0.00872491	-0.082623
103	-0.082623	0.0146624	0.0185406	0.0103406	0.00728618	0.0389531	0.0287268	0.088618	-0.102621	-0.107812	0.148761	0.140044	-0.062274	0.109901	0.101631	-0.0791856
104	-0.0791856	-0.082623	0.0146624	0.0185406	0.0103406	0.00728618	0.0389531	0.0287268	0.088618	-0.102621	-0.107812	0.148761	0.140044	-0.062274	0.109901	0.0387314
105	0.0387314	-0.0791856	-0.082623	0.0146624	0.0185406	0.0103406	0.00728618	0.0389531	0.0287268	0.088618	-0.102621	-0.107812	0.148761	0.140044	-0.062274	0.114149
106	0.114149	0.0387314	-0.0791856	-0.082623	0.0146624	0.0185406	0.0103406	0.00728618	0.0389531	0.0287268	0.088618	-0.102621	-0.107812	0.148761	0.140044	0.116184
107	0.116184	0.114149	0.0387314	-0.0791856	-0.082623	0.0146624	0.0185406	0.0103406	0.00728618	0.0389531	0.0287268	0.088618	-0.102621	-0.107812	0.148761	-0.0822745
108	-0.0822745	0.116184	0.114149	0.0387314	-0.0791856	-0.082623	0.0146624	0.0185406	0.0103406	0.00728618	0.0389531	0.0287268	0.088618	-0.102621	-0.107812	0.01797
109	0.01797	-0.0822745	0.116184	0.114149	0.0387314	-0.0791856	-0.082623	0.0146624	0.0185406	0.0103406	0.00728618	0.0389531	0.0287268	0.088618	-0.102621	0.217521
110	0.217521	0.01797	-0.0822745	0.116184	0.114149	0.0387314	-0.0791856	-0.082623	0.0146624	0.0185406	0.0103406	0.00728618	0.0389531	0.0287268	0.088618	-0.0511891
111	-0.0511891	0.217521	0.01797	-0.0822745	0.116184	0.114149	0.0387314	-0.0791856	-0.082623	0.0146624	0.0185406	0.0103406	0.00728618	0.0389531	0.0287268	0.0612706
112	0.0612706	-0.0511891	0.217521	0.01797	-0.0822745	0.116184	0.114149	0.0387314	-0.0791856	-0.082623	0.0146624	0.0185406	0.0103406	0.00728618	0.0389531	0.118605
113	0.118605	0.0612706	-0.0511891	0.217521	0.01797	-0.0822745	0.116184	0.114149	0.0387314	-0.0791856	-0.082623	0.0146624	0.0185406	0.0103406	0.00728618	-0.00681347
114	-0.00681347	0.118605	0.0612706	-0.0511891	0.217521	0.01797	-0.0822745	0.116184	0.114149	0.0387314	-0.0791856	-0.082623	0.0146624	0.0185406	0.0103406	-0.00492296
115	-0.00492296	-0.00681347	0.118605	0.0612706	-0.0511891	0.217521	0.01797	-0.0822745	0.116184	0.114149	0.0387314	-0.0791856	-0.082623	0.0146624	0.0185406	0.132644
116	0.132644	-0.00492296	-0.00681347	0.118605	0.0612706	-0.0511891	0.217521	0.01797	-0.0822745	0.116184	0.114149	0.0387314	-0.0791856	-0.082623	0.0146624	-0.0304243
117	-0.0304243	0.132644	-0.00492296	-0.00681347	0.118605	0.0612706	-0.0511891	0.217521	0.01797	-0.0822745	0.116184	0.114149	0.0387314	-0.0791856	-0.082623	-0.0744389
118	-0.0744389	-0.0304243	0.132644	-0.00492296	-0.00681347	0.118605	0.0612706	-0.0511891	0.217521	0.01797	-0.0822745	0.116184	0.114149	0.0387314	-0.0791856	0.0542975
119	0.0542975	-0.0744389	-0.0304243	0.132644	-0.00492296	-0.00681347	0.118605	0.0612706	-0.0511891	0.217521	0.01797	-0.0822745	0.116184	0.114149	0.0387314	-0.0110968
120	-0.0110968	0.0542975	-0.0744389	-0.0304243	0.132644	-0.00492296	-0.00681347	0.118605	0.0612706	-0.0511891	0.217521	0.01797	-0.0822745	0.116184	0.114149	0.211462
121	0.211462	-0.0110968	0.0542975	-0.0744389	-0.0304243	0.132644	-0.00492296	-0.00681347	0.118605	0.0612706	-0.0511891	0.217521	0.01797	-0.0822745	0.116184	-0.0283198
122	-0.0283198	0.211462	-0.0110968	0.0542975	-0.0744389	-0.0304243	0.132644	-0.00492296	-0.00681347	0.118605	0.0612706	-0.0511891	0.217521	0.01797	-0.0822745	0.0691399
123	0.0691399	-0.0283198	0.211462	-0.0110968	0.0542975	-0.0744389	-0.0304243	0.132644	-0.00492296	-0.00681347	0.118605	0.0612706	-0.0511891	0.217521	0.01797	0.118518
124	0.118518	0.0691399	-0.0283198	0.211462	-0.0110968	0.0542975	-0.0744389	-0.0304243	0.132644	-0.00492296	-0.00681347	0.118605	0.0612706	-0.0511891	0.217521	0.00786425
125	0.00786425	0.118518	0.0691399	-0.0283198	0.211462	-0.0110968	0.0542975	-0.0744389	-0.0304243	0.132644	-0.00492296	-0.00681347	0.118605	0.0612706	-0.0511891	-0.0430112
126	-0.0430112	0.00786425	0.118518	0.0691399	-0.0283198	0.211462	-0.0110968	0.0542975	-0.0744389	-0.0304243	0.132644	-0.00492296	-0.00681347	0.118605	0.0612706	-0.00852461
127	-0.00852461	-0.0430112	0.00786425	0.118518	0.0691399	-0.0283198	0.211462	-0.0110968	0.0542975	-0.0744389	-0.0304243	0.132644	-0.00492296	-0.00681347	0.118605	-0.0855413
128	-0.0855413	-0.00852461	-0.0430112	0.00786425	0.118518	0.0691399	-0.0283198	0.211462	-0.0110968	0.0542975	-0.0744389	-0.0304243	0.132644	-0.00492296	-0.00681347	0.120172
129	0.120172	-0.0855413	-0.00852461	-0.0430112	0.00786425	0.118518	0.0691399	-0.0283198	0.211462	-0.0110968	0.0542975	-0.0744389	-0.0304243	0.132644	-0.00492296	-0.136149
130	-0.136149	0.120172	-0.0855413	-0.00852461	-0.0430112	0.00786425	0.118518	0.0691399	-0.0283198	0.211462	-0.0110968	0.0542975	-0.0744389	-0.0304243	0.132644	-0.0412539
131	-0.0412539	-0.136149	0.120172	-0.0855413	-0.00852461	-0.0430112	0.00786425	0.118518	0.0691399	-0.0283198	0.211462	-0.0110968	0.0542975	-0.0744389	-0.0304243	0.0144116
132	0.0144116	-0.0412539	-0.136149	0.120172	-0.0855413	-0.00852461	-0.0430112	0.00786425	0.118518	0.0691399	-0.0283198	0.211462	-0.0110968	0.0542975	-0.0744389	0.0229559
133	0.0229559	0.0144116	-0.0412539	-0.136149	0.120172	-0.0855413	-0.00852461	-0.0430112	0.00786425	0.118518	0.0691399	-0.0283198	0.211462	-0.0110968	0.0542975	-0.0599179
134	-0.0599179	0.0229559	0.0144116	-0.0412539	-0.136149	0.120172	-0.0855413	-0.00852461	-0.0430112	0.00786425	0.118518	0.0691399	-0.0283198	0.211462	-0.0110968	-0.0608996
135	-0.0608996	-0.0599179	0.0229559	0.0144116	-0.0412539	-0.136149	0.120172	-0.0855413	-0.00852461	-0.0430112	0.00786425	0.118518	0.0691399	-0.0283198	0.211462	0.0313718
136	0.0313718	-0.0608996	-0.0599179	0.0229559	0.0144116	-0.0412539	-0.136149	0.120172	-0.0855413	-0.00852461	-0.0430112	0.00786425	0.118518	0.0691399	-0.0283198	0.0461519
137	0.0461519	0.0313718	-0.0608996	-0.0599179	0.0229559	0.0144116	-0.0412539	-0.136149	0.120172	-0.0855413	-0.00852461	-0.0430112	0.00786425	0.118518	0.0691399	0.218391
138	0.218391	0.0461519	0.0313718	-0.0608996	-0.0599179	0.0229559	0.0144116	-0.0412539	-0.136149	0.120172	-0.0855413	-0.00852461	-0.0430112	0.00786425	0.118518	0.0937403
139	0.0937403	0.218391	0.0461519	0.0313718	-0.0608996	-0.0599179	0.0229559	0.0144116	-0.0412539	-0.136149	0.120172	-0.0855413	-0.00852461	-0.0430112	0.00786425	0.172683
140	0.172683	0.0937403	0.218391	0.0461519	0.0313718	-0.0608996	-0.0599179	0.0229559	0.0144116	-0.0412539	-0.136149	0.120172	-0.0855413	-0.00852461	-0.0430112	0.142376
141	0.142376	0.172683	0.0937403	0.218391	0.0461519	0.0313718	-0.0608996	-0.0599179	0.0229559	0.0144116	-0.0412539	-0.136149	0.120172	-0.0855413	-0.00852461	-0.00917216
