t	x(t-1)	x(t-2)	x(t-3)	x(t-4)	x(t-5)	x(t-6)	x(t-7)	x(t-8)	x(t-9)	x(t-10)	x(t-11)	x(t-12)	x(t-13)	x(t-14)	x(t-15)	xt
12	0.323997	0.0871811	0.00134332	0.239517	0.0268348	0.123925	1.59391	-0.311964	0.498407	0.22521	0.219675	-0.957373	-0.159749	0.20989	0.185229	0.0832598
13	0.0832598	0.323997	0.0871811	0.00134332	0.239517	0.0268348	0.123925	1.59391	-0.311964	0.498407	0.22521	0.219675	-0.957373	-0.159749	0.20989	0.25918
14	0.25918	0.0832598	0.323997	0.0871811	0.00134332	0.239517	0.0268348	0.123925	1.59391	-0.311964	0.498407	0.22521	0.219675	-0.957373	-0.159749	-0.232388
15	-0.232388	0.25918	0.0832598	0.323997	0.0871811	0.00134332	0.239517	0.0268348	0.123925	1.59391	-0.311964	0.498407	0.22521	0.219675	-0.957373	1.32166
16	1.32166	-0.232388	0.25918	0.0832598	0.323997	0.0871811	0.00134332	0.239517	0.0268348	0.123925	1.59391	-0.311964	0.498407	0.22521	0.219675	0.245066
17	0.245066	1.32166	-0.232388	0.25918	0.0832598	0.323997	0.0871811	0.00134332	0.239517	0.0268348	0.123925	1.59391	-0.311964	0.498407	0.22521	0.0306295
18	0.0306295	0.245066	1.32166	-0.232388	0.25918	0.0832598	0.323997	0.0871811	0.00134332	0.239517	0.0268348	0.123925	1.59391	-0.311964	0.498407	0.0437126
19	0.0437126	0.0306295	0.245066	1.32166	-0.232388	0.25918	0.0832598	0.323997	0.0871811	0.00134332	0.239517	0.0268348	0.123925	1.59391	-0.311964	-0.00584596
20	-0.00584596	0.0437126	0.0306295	0.245066	1.32166	-0.232388	0.25918	0.0832598	0.323997	0.0871811	0.00134332	0.239517	0.0268348	0.123925	1.59391	2.96587
21	2.96587	-0.00584596	0.0437126	0.0306295	0.245066	1.32166	-0.232388	0.25918	0.0832598	0.323997	0.0871811	0.00134332	0.239517	0.0268348	0.123925	0.345334
22	0.345334	2.96587	-0.00584596	0.0437126	0.0306295	0.245066	1.32166	-0.232388	0.25918	0.0832598	0.323997	0.0871811	0.00134332	0.239517	0.0268348	0.107216
23	0.107216	0.345334	2.96587	-0.00584596	0.0437126	0.0306295	0.245066	1.32166	-0.232388	0.25918	0.0832598	0.323997	0.0871811	0.00134332	0.239517	0.0379463
24	0.0379463	0.107216	0.345334	2.96587	-0.00584596	0.0437126	0.0306295	0.245066	1.32166	-0.232388	0.25918	0.0832598	0.323997	0.0871811	0.00134332	-0.444171
25	-0.444171	0.0379463	0.107216	0.345334	2.96587	-0.00584596	0.0437126	0.0306295	0.245066	1.32166	-0.232388	0.25918	0.0832598	0.323997	0.0871811	-0.0390545
26	-0.0390545	-0.444171	0.0379463	0.107216	0.345334	2.96587	-0.00584596	0.0437126	0.0306295	0.245066	1.32166	-0.232388	0.25918	0.0832598	0.323997	0.236892
27	0.236892	-0.0390545	-0.444171	0.0379463	0.107216	0.345334	2.96587	-0.00584596	0.0437126	0.0306295	0.245066	1.32166	-0.232388	0.25918	0.0832598	0.185299
28	0.185299	0.236892	-0.0390545	-0.444171	0.0379463	0.107216	0.345334	2.96587	-0.00584596	0.0437126	0.0306295	0.245066	1.32166	-0.232388	0.25918	0.145961
29	0.145961	0.185299	0.236892	-0.0390545	-0.444171	0.0379463	0.107216	0.345334	2.96587	-0.00584596	0.0437126	0.0306295	0.245066	1.32166	-0.232388	-0.0963532
30	-0.0963532	0.145961	0.185299	0.236892	-0.0390545	-0.444171	0.0379463	0.107216	0.345334	2.96587	-0.00584596	0.0437126	0.0306295	0.245066	1.32166	0.59541
31	0.59541	-0.0963532	0.145961	0.185299	0.236892	-0.0390545	-0.444171	0.0379463	0.107216	0.345334	2.96587	-0.00584596	0.0437126	0.0306295	0.245066	-0.75318
32	-0.75318	0.59541	-0.0963532	0.145961	0.185299	0.236892	-0.0390545	-0.444171	0.0379463	0.107216	0.345334	2.96587	-0.00584596	0.0437126	0.0306295	0.0972715
33	0.0972715	-0.75318	0.59541	-0.0963532	0.145961	0.185299	0.236892	-0.0390545	-0.444171	0.0379463	0.107216	0.345334	2.96587	-0.00584596	0.0437126	-0.0632347
34	-0.0632347	0.0972715	-0.75318	0.59541	-0.0963532	0.145961	0.185299	0.236892	-0.0390545	-0.444171	0.0379463	0.107216	0.345334	2.96587	-0.00584596	-0.316024
35	-0.316024	-0.0632347	0.0972715	-0.75318	0.59541	-0.0963532	0.145961	0.185299	0.236892	-0.0390545	-0.444171	0.0379463	0.107216	0.345334	2.96587	-0.46329
36	-0.46329	-0.316024	-0.0632347	0.0972715	-0.75318	0.59541	-0.0963532	0.145961	0.185299	0.236892	-0.0390545	-0.444171	0.0379463	0.107216	0.345334	0.0715813
37	0.0715813	-0.46329	-0.316024	-0.0632347	0.0972715	-0.75318	0.59541	-0.0963532	0.145961	0.185299	0.236892	-0.0390545	-0.444171	0.0379463	0.107216	0.135921
38	0.135921	0.0715813	-0.46329	-0.316024	-0.0632347	0.0972715	-0.75318	0.59541	-0.0963532	0.145961	0.185299	0.236892	-0.0390545	-0.444171	0.0379463	0.0946566
39	0.0946566	0.135921	0.0715813	-0.46329	-0.316024	-0.0632347	0.0972715	-0.75318	0.59541	-0.0963532	0.145961	0.185299	0.236892	-0.0390545	-0.444171	-1.13733
40	-1.13733	0.0946566	0.135921	0.0715813	-0.46329	-0.316024	-0.0632347	0.0972715	-0.75318	0.59541	-0.0963532	0.145961	0.185299	0.236892	-0.0390545	1.30489
41	1.30489	-1.13733	0.0946566	0.135921	0.0715813	-0.46329	-0.316024	-0.0632347	0.0972715	-0.75318	0.59541	-0.0963532	0.145961	0.185299	0.236892	0.82097
42	0.82097	1.30489	-1.13733	0.0946566	0.135921	0.0715813	-0.46329	-0.316024	-0.0632347	0.0972715	-0.75318	0.59541	-0.0963532	0.145961	0.185299	0.0772554
43	0.0772554	0.82097	1.30489	-1.13733	0.0946566	0.135921	0.0715813	-0.46329	-0.316024	-0.0632347	0.0972715	-0.75318	0.59541	-0.0963532	0.145961	-0.124712
44	-0.124712	0.0772554	0.82097	1.30489	-1.13733	0.0946566	0.135921	0.0715813	-0.46329	-0.316024	-0.0632347	0.0972715	-0.75318	0.59541	-0.0963532	-0.130571
45	-0.130571	-0.124712	0.0772554	0.82097	1.30489	-1.13733	0.0946566	0.135921	0.0715813	-0.46329	-0.316024	-0.0632347	0.0972715	-0.75318	0.59541	-0.0750266
46	-0.0750266	-0.130571	-0.124712	0.0772554	0.82097	1.30489	-1.13733	0.0946566	0.135921	0.0715813	-0.46329	-0.316024	-0.0632347	0.0972715	-0.75318	0.0968432
47	0.0968432	-0.0750266	-0.130571	-0.124712	0.0772554	0.82097	1.30489	-1.13733	0.0946566	0.135921	0.0715813	-0.46329	-0.316024	-0.0632347	0.0972715	0.00918944
48	0.00918944	0.0968432	-0.0750266	-0.130571	-0.124712	0.0772554	0.82097	1.30489	-1.13733	0.0946566	0.135921	0.0715813	-0.46329	-0.316024	-0.0632347	0.00554219
49	0.00554219	0.00918944	0.0968432	-0.0750266	-0.130571	-0.124712	0.0772554	0.82097	1.30489	-1.13733	0.0946566	0.135921	0.0715813	-0.46329	-0.316024	-0.41612
50	-0.41612	0.00554219	0.00918944	0.0968432	-0.0750266	-0.130571	-0.124712	0.0772554	0.82097	1.30489	-1.13733	0.0946566	0.135921	0.0715813	-0.46329	1.77263
51	1.77263	-0.41612	0.00554219	0.00918944	0.0968432	-0.0750266	-0.130571	-0.124712	0.0772554	0.82097	1.30489	-1.13733	0.0946566	0.135921	0.0715813	0.273988
52	0.273988	1.77263	-0.41612	0.00554219	0.00918944	0.0968432	-0.0750266	-0.130571	-0.124712	0.0772554	0.82097	1.30489	-1.13733	0.0946566	0.135921	-0.00628393
53	-0.00628393	0.273988	1.77263	-0.41612	0.00554219	0.00918944	0.0968432	-0.0750266	-0.130571	-0.124712	0.0772554	0.82097	1.30489	-1.13733	0.0946566	-0.0175683
54	-0.0175683	-0.00628393	0.273988	1.77263	-0.41612	0.00554219	0.00918944	0.0968432	-0.0750266	-0.130571	-0.124712	0.0772554	0.82097	1.30489	-1.13733	-0.0977528
55	-0.0977528	-0.0175683	-0.00628393	0.273988	1.77263	-0.41612	0.00554219	0.00918944	0.0968432	-0.0750266	-0.130571	-0.124712	0.0772554	0.82097	1.30489	0.83021
56	0.83021	-0.0977528	-0.0175683	-0.00628393	0.273988	1.77263	-0.41612	0.00554219	0.00918944	0.0968432	-0.0750266	-0.130571	-0.124712	0.0772554	0.82097	0.165532
57	0.165532	0.83021	-0.0977528	-0.0175683	-0.00628393	0.273988	1.77263	-0.41612	0.00554219	0.00918944	0.0968432	-0.0750266	-0.130571	-0.124712	0.0772554	-0.0643864
58	-0.0643864	0.165532	0.83021	-0.0977528	-0.0175683	-0.00628393	0.273988	1.77263	-0.41612	0.00554219	0.00918944	0.0968432	-0.0750266	-0.130571	-0.124712	1.35492
59	1.35492	-0.0643864	0.165532	0.83021	-0.0977528	-0.0175683	-0.00628393	0.273988	1.77263	-0.41612	0.00554219	0.00918944	0.0968432	-0.0750266	-0.130571	0.398598
60	0.398598	1.35492	-0.0643864	0.165532	0.83021	-0.0977528	-0.0175683	-0.00628393	0.273988	1.77263	-0.41612	0.00554219	0.00918944	0.0968432	-0.0750266	1.32663
61	1.32663	0.398598	1.35492	-0.0643864	0.165532	0.83021	-0.0977528	-0.0175683	-0.00628393	0.273988	1.77263	-0.41612	0.00554219	0.00918944	0.0968432	0.222365
62	0.222365	1.32663	0.398598	1.35492	-0.0643864	0.165532	0.83021	-0.0977528	-0.0175683	-0.00628393	0.273988	1.77263	-0.41612	0.00554219	0.00918944	0.00488714
63	0.00488714	0.222365	1.32663	0.398598	1.35492	-0.0643864	0.165532	0.83021	-0.0977528	-0.0175683	-0.00628393	0.273988	1.77263	-0.41612	0.00554219	0.487033
64	0.487033	0.00488714	0.222365	1.32663	0.398598	1.35492	-0.0643864	0.165532	0.83021	-0.0977528	-0.0175683	-0.00628393	0.273988	1.77263	-0.41612	-0.0734762
65	-0.0734762	0.487033	0.00488714	0.222365	1.32663	0.398598	1.35492	-0.0643864	0.165532	0.83021	-0.0977528	-0.0175683	-0.00628393	0.273988	1.77263	0.634962
66	0.634962	-0.0734762	0.487033	0.00488714	0.222365	1.32663	0.398598	1.35492	-0.0643864	0.165532	0.83021	-0.0977528	-0.0175683	-0.00628393	0.273988	-0.0640765
67	-0.0640765	0.634962	-0.0734762	0.487033	0.00488714	0.222365	1.32663	0.398598	1.35492	-0.0643864	0.165532	0.83021	-0.0977528	-0.0175683	-0.00628393	-0.190493
68	-0.190493	-0.0640765	0.634962	-0.0734762	0.487033	0.00488714	0.222365	1.32663	0.398598	1.35492	-0.0643864	0.165532	0.83021	-0.0977528	-0.0175683	1.18365
69	1.18365	-0.190493	-0.0640765	0.634962	-0.0734762	0.487033	0.00488714	0.222365	1.32663	0.398598	1.35492	-0.0643864	0.165532	0.83021	-0.0977528	0.20731
70	0.20731	1.18365	-0.190493	-0.0640765	0.634962	-0.0734762	0.487033	0.00488714	0.222365	1.32663	0.398598	1.35492	-0.0643864	0.165532	0.83021	0.768781
71	0.768781	0.20731	1.18365	-0.190493	-0.0640765	0.634962	-0.0734762	0.487033	0.00488714	0.222365	1.32663	0.398598	1.35492	-0.0643864	0.165532	0.222825
72	0.222825	0.768781	0.20731	1.18365	-0.190493	-0.0640765	0.634962	-0.0734762	0.487033	0.00488714	0.222365	1.32663	0.398598	1.35492	-0.0643864	0.204493
73	0.204493	0.222825	0.768781	0.20731	1.18365	-0.190493	-0.0640765	0.634962	-0.0734762	0.487033	0.00488714	0.222365	1.32663	0.398598	1.35492	0.0306899
74	0.0306899	0.204493	0.222825	0.768781	0.20731	1.18365	-0.190493	-0.0640765	0.634962	-0.0734762	0.487033	0.00488714	0.222365	1.32663	0.398598	0.0484977
75	0.0484977	0.0306899	0.204493	0.222825	0.768781	0.20731	1.18365	-0.190493	-0.0640765	0.634962	-0.0734762	0.487033	0.00488714	0.222365	1.32663	0.570459
76	0.570459	0.0484977	0.0306899	0.204493	0.222825	0.768781	0.20731	1.18365	-0.190493	-0.0640765	0.634962	-0.0734762	0.487033	0.00488714	0.222365	0.250304
77	0.250304	0.570459	0.0484977	0.0306899	0.204493	0.222825	0.768781	0.20731	1.18365	-0.190493	-0.0640765	0.634962	-0.0734762	0.487033	0.00488714	-0.100096
78	-0.100096	0.250304	0.570459	0.0484977	0.0306899	0.204493	0.222825	0.768781	0.20731	1.18365	-0.190493	-0.0640765	0.634962	-0.0734762	0.487033	1.07473
79	1.07473	-0.100096	0.250304	0.570459	0.0484977	0.0306899	0.204493	0.222825	0.768781	0.20731	1.18365	-0.190493	-0.0640765	0.634962	-0.0734762	0.0881951
80	0.0881951	1.07473	-0.100096	0.250304	0.570459	0.0484977	0.0306899	0.204493	0.222825	0.768781	0.20731	1.18365	-0.190493	-0.0640765	0.634962	0.424682
81	0.424682	0.0881951	1.07473	-0.100096	0.250304	0.570459	0.0484977	0.0306899	0.204493	0.222825	0.768781	0.20731	1.18365	-0.190493	-0.0640765	0.214176
82	0.214176	0.424682	0.0881951	1.07473	-0.100096	0.250304	0.570459	0.0484977	0.0306899	0.204493	0.222825	0.768781	0.20731	1.18365	-0.190493	0.294951
83	0.294951	0.214176	0.424682	0.0881951	1.07473	-0.100096	0.250304	0.570459	0.0484977	0.0306899	0.204493	0.222825	0.768781	0.20731	1.18365	-0.777822
84	-0.777822	0.294951	0.214176	0.424682	0.0881951	1.07473	-0.100096	0.250304	0.570459	0.0484977	0.0306899	0.204493	0.222825	0.768781	0.20731	0.0288602
85	0.0288602	-0.777822	0.294951	0.214176	0.424682	0.0881951	1.07473	-0.100096	0.250304	0.570459	0.0484977	0.0306899	0.204493	0.222825	0.768781	0.460383
86	0.460383	0.0288602	-0.777822	0.294951	0.214176	0.424682	0.0881951	1.07473	-0.100096	0.250304	0.570459	0.0484977	0.0306899	0.204493	0.222825	0.157284
87	0.157284	0.460383	0.0288602	-0.777822	0.294951	0.214176	0.424682	0.0881951	1.07473	-0.100096	0.250304	0.570459	0.0484977	0.0306899	0.204493	-0.339989
88	-0.339989	0.157284	0.460383	0.0288602	-0.777822	0.294951	0.214176	0.424682	0.0881951	1.07473	-0.100096	0.250304	0.570459	0.0484977	0.0306899	0.923638
89	0.923638	-0.339989	0.157284	0.460383	0.0288602	-0.777822	0.294951	0.214176	0.424682	0.0881951	1.07473	-0.100096	0.250304	0.570459	0.0484977	0.409457
90	0.409457	0.923638	-0.339989	0.157284	0.460383	0.0288602	-0.777822	0.294951	0.214176	0.424682	0.0881951	1.07473	-0.100096	0.250304	0.570459	0.200421
91	0.200421	0.409457	0.923638	-0.339989	0.157284	0.460383	0.0288602	-0.777822	0.294951	0.214176	0.424682	0.0881951	1.07473	-0.100096	0.250304	0.180708
92	0.180708	0.200421	0.409457	0.923638	-0.339989	0.157284	0.460383	0.0288602	-0.777822	0.294951	0.214176	0.424682	0.0881951	1.07473	-0.100096	0.27273
93	0.27273	0.180708	0.200421	0.409457	0.923638	-0.339989	0.157284	0.460383	0.0288602	-0.777822	0.294951	0.214176	0.424682	0.0881951	1.07473	-0.203662
94	-0.203662	0.27273	0.180708	0.200421	0.409457	0.923638	-0.339989	0.157284	0.460383	0.0288602	-0.777822	0.294951	0.214176	0.424682	0.0881951	0.104477
95	0.104477	-0.203662	0.27273	0.180708	0.200421	0.409457	0.923638	-0.339989	0.157284	0.460383	0.0288602	-0.777822	0.294951	0.214176	0.424682	0.490402
96	0.490402	0.104477	-0.203662	0.27273	0.180708	0.200421	0.409457	0.923638	-0.339989	0.157284	0.460383	0.0288602	-0.777822	0.294951	0.214176	0.287766
97	0.287766	0.490402	0.104477	-0.203662	0.27273	0.180708	0.200421	0.409457	0.923638	-0.339989	0.157284	0.460383	0.0288602	-0.777822	0.294951	-0.477224
98	-0.477224	0.287766	0.490402	0.104477	-0.203662	0.27273	0.180708	0.200421	0.409457	0.923638	-0.339989	0.157284	0.460383	0.0288602	-0.777822	0.925722
99	0.925722	-0.477224	0.287766	0.490402	0.104477	-0.203662	0.27273	0.180708	0.200421	0.409457	0.923638	-0.339989	0.157284	0.460383	0.0288602	-0.164836
100	-0.164836	0.925722	-0.477224	0.287766	0.490402	0.104477	-0.203662	0.27273	0.180708	0.200421	0.409457	0.923638	-0.339989	0.157284	0.460383	0.245843
101	0.245843	-0.164836	0.925722	-0.477224	0.287766	0.490402	0.104477	-0.203662	0.27273	0.180708	0.200421	0.409457	0.923638	-0.339989	0.157284	0.106991
102	0.106991	0.245843	-0.164836	0.925722	-0.477224	0.287766	0.490402	0.104477	-0.203662	0.27273	0.180708	0.200421	0.409457	0.923638	-0.339989	0.339413
103	0.339413	0.106991	0.245843	-0.164836	0.925722	-0.477224	0.287766	0.490402	0.104477	-0.203662	0.27273	0.180708	0.200421	0.409457	0.923638	-0.559172
104	-0.559172	0.339413	0.106991	0.245843	-0.164836	0.925722	-0.477224	0.287766	0.490402	0.104477	-0.203662	0.27273	0.180708	0.200421	0.409457	-0.0642381
105	-0.0642381	-0.559172	0.339413	0.106991	0.245843	-0.164836	0.925722	-0.477224	0.287766	0.490402	0.104477	-0.203662	0.27273	0.180708	0.200421	-1.06939
106	-1.06939	-0.0642381	-0.559172	0.339413	0.106991	0.245843	-0.164836	0.925722	-0.477224	0.287766	0.490402	0.104477	-0.203662	0.27273	0.180708	0.356604
107	0.356604	-1.06939	-0.0642381	-0.559172	0.339413	0.106991	0.245843	-0.164836	0.925722	-0.477224	0.287766	0.490402	0.104477	-0.203662	0.27273	-0.326119
108	-0.326119	0.356604	-1.06939	-0.0642381	-0.559172	0.339413	0.106991	0.245843	-0.164836	0.925722	-0.477224	0.287766	0.490402	0.104477	-0.203662	0.732376
109	0.732376	-0.326119	0.356604	-1.06939	-0.0642381	-0.559172	0.339413	0.106991	0.245843	-0.164836	0.925722	-0.477224	0.287766	0.490402	0.104477	-0.689698
110	-0.689698	0.732376	-0.326119	0.356604	-1.06939	-0.0642381	-0.559172	0.339413	0.106991	0.245843	-0.164836	0.925722	-0.477224	0.287766	0.490402	0.158156
111	0.158156	-0.689698	0.732376	-0.326119	0.356604	-1.06939	-0.0642381	-0.559172	0.339413	0.106991	0.245843	-0.164836	0.925722	-0.477224	0.287766	-2.48232
112	-2.48232	0.158156	-0.689698	0.732376	-0.326119	0.356604	-1.06939	-0.0642381	-0.559172	0.339413	0.106991	0.245843	-0.164836	0.925722	-0.477224	0.331097
113	0.331097	-2.48232	0.158156	-0.689698	0.732376	-0.326119	0.356604	-1.06939	-0.0642381	-0.559172	0.339413	0.106991	0.245843	-0.164836	0.925722	2.52813
114	2.52813	0.331097	-2.48232	0.158156	-0.689698	0.732376	-0.326119	0.356604	-1.06939	-0.0642381	-0.559172	0.339413	0.106991	0.245843	-0.164836	0.00244464
115	0.00244464	2.52813	0.331097	-2.48232	0.158156	-0.689698	0.732376	-0.326119	0.356604	-1.06939	-0.0642381	-0.559172	0.339413	0.106991	0.245843	0.138437
116	0.138437	0.00244464	2.52813	0.331097	-2.48232	0.158156	-0.689698	0.732376	-0.326119	0.356604	-1.06939	-0.0642381	-0.559172	0.339413	0.106991	0.258592
117	0.258592	0.138437	0.00244464	2.52813	0.331097	-2.48232	0.158156	-0.689698	0.732376	-0.326119	0.356604	-1.06939	-0.0642381	-0.559172	0.339413	0.758266
118	0.758266	0.258592	0.138437	0.00244464	2.52813	0.331097	-2.48232	0.158156	-0.689698	0.732376	-0.326119	0.356604	-1.06939	-0.0642381	-0.559172	0.350666
119	0.350666	0.758266	0.258592	0.138437	0.00244464	2.52813	0.331097	-2.48232	0.158156	-0.689698	0.732376	-0.326119	0.356604	-1.06939	-0.0642381	-0.588444
120	-0.588444	0.350666	0.758266	0.258592	0.138437	0.00244464	2.52813	0.331097	-2.48232	0.158156	-0.689698	0.732376	-0.326119	0.356604	-1.06939	0.131745
121	0.131745	-0.588444	0.350666	0.758266	0.258592	0.138437	0.00244464	2.52813	0.331097	-2.48232	0.158156	-0.689698	0.732376	-0.326119	0.356604	-1.86968
122	-1.86968	0.131745	-0.588444	0.350666	0.758266	0.258592	0.138437	0.00244464	2.52813	0.331097	-2.48232	0.158156	-0.689698	0.732376	-0.326119	0.125304
123	0.125304	-1.86968	0.131745	-0.588444	0.350666	0.758266	0.258592	0.138437	0.00244464	2.52813	0.331097	-2.48232	0.158156	-0.689698	0.732376	2.01275
124	2.01275	0.125304	-1.86968	0.131745	-0.588444	0.350666	0.758266	0.258592	0.138437	0.00244464	2.52813	0.331097	-2.48232	0.158156	-0.689698	-0.0495007
125	-0.0495007	2.01275	0.125304	-1.86968	0.131745	-0.588444	0.350666	0.758266	0.258592	0.138437	0.00244464	2.52813	0.331097	-2.48232	0.158156	-0.055608
126	-0.055608	-0.0495007	2.01275	0.125304	-1.86968	0.131745	-0.588444	0.350666	0.758266	0.258592	0.138437	0.00244464	2.52813	0.331097	-2.48232	0.243326
127	0.243326	-0.055608	-0.0495007	2.01275	0.125304	-1.86968	0.131745	-0.588444	0.350666	0.758266	0.258592	0.138437	0.00244464	2.52813	0.331097	0.921857
128	0.921857	0.243326	-0.055608	-0.0495007	2.01275	0.125304	-1.86968	0.131745	-0.588444	0.350666	0.758266	0.258592	0.138437	0.00244464	2.52813	0.356589
129	0.356589	0.921857	0.243326	-0.055608	-0.0495007	2.01275	0.125304	-1.86968	0.131745	-0.588444	0.350666	0.758266	0.258592	0.138437	0.00244464	-0.35696
130	-0.35696	0.356589	0.921857	0.243326	-0.055608	-0.0495007	2.01275	0.125304	-1.86968	0.131745	-0.588444	0.350666	0.758266	0.258592	0.138437	-0.403867
131	-0.403867	-0.35696	0.356589	0.921857	0.243326	-0.055608	-0.0495007	2.01275	0.125304	-1.86968	0.131745	-0.588444	0.350666	0.758266	0.258592	-0.721424
132	-0.721424	-0.403867	-0.35696	0.356589	0.921857	0.243326	-0.055608	-0.0495007	2.01275	0.125304	-1.86968	0.131745	-0.588444	0.350666	0.758266	0.0179328
133	0.0179328	-0.721424	-0.403867	-0.35696	0.356589	0.921857	0.243326	-0.055608	-0.0495007	2.01275	0.125304	-1.86968	0.131745	-0.588444	0.350666	1.60766
134	1.60766	0.0179328	-0.721424	-0.403867	-0.35696	0.356589	0.921857	0.243326	-0.055608	-0.0495007	2.01275	0.125304	-1.86968	0.131745	-0.588444	-0.103896
135	-0.103896	1.60766	0.0179328	-0.721424	-0.403867	-0.35696	0.356589	0.921857	0.243326	-0.055608	-0.0495007	2.01275	0.125304	-1.86968	0.131745	2.68566
136	2.68566	-0.103896	1.60766	0.0179328	-0.721424	-0.403867	-0.35696	0.356589	0.921857	0.243326	-0.055608	-0.0495007	2.01275	0.125304	-1.86968	0.413223
137	0.413223	2.68566	-0.103896	1.60766	0.0179328	-0.721424	-0.403867	-0.35696	0.356589	0.921857	0.243326	-0.055608	-0.0495007	2.01275	0.125304	1.38894
138	1.38894	0.413223	2.68566	-0.103896	1.60766	0.0179328	-0.721424	-0.403867	-0.35696	0.356589	0.921857	0.243326	-0.055608	-0.0495007	2.01275	0.205542
139	0.205542	1.38894	0.413223	2.68566	-0.103896	1.60766	0.0179328	-0.721424	-0.403867	-0.35696	0.356589	0.921857	0.243326	-0.055608	-0.0495007	-0.312775
140	-0.312775	0.205542	1.38894	0.413223	2.68566	-0.103896	1.60766	0.0179328	-0.721424	-0.403867	-0.35696	0.356589	0.921857	0.243326	-0.055608	-0.0938278
141	-0.0938278	-0.312775	0.205542	1.38894	0.413223	2.68566	-0.103896	1.60766	0.0179328	-0.721424	-0.403867	-0.35696	0.356589	0.921857	0.243326	-0.814367
142	-0.814367	-0.0938278	-0.312775	0.205542	1.38894	0.413223	2.68566	-0.103896	1.60766	0.0179328	-0.721424	-0.403867	-0.35696	0.356589	0.921857	0.0205866
143	0.0205866	-0.814367	-0.0938278	-0.312775	0.205542	1.38894	0.413223	2.68566	-0.103896	1.60766	0.0179328	-0.721424	-0.403867	-0.35696	0.356589	1.3285
144	1.3285	0.0205866	-0.814367	-0.0938278	-0.312775	0.205542	1.38894	0.413223	2.68566	-0.103896	1.60766	0.0179328	-0.721424	-0.403867	-0.35696	-0.083144
145	-0.083144	1.3285	0.0205866	-0.814367	-0.0938278	-0.312775	0.205542	1.38894	0.413223	2.68566	-0.103896	1.60766	0.0179328	-0.721424	-0.403867	-0.565668
146	-0.565668	-0.083144	1.3285	0.0205866	-0.814367	-0.0938278	-0.312775	0.205542	1.38894	0.413223	2.68566	-0.103896	1.60766	0.0179328	-0.721424	0.0189167
147	0.0189167	-0.565668	-0.083144	1.3285	0.0205866	-0.814367	-0.0938278	-0.312775	0.205542	1.38894	0.413223	2.68566	-0.103896	1.60766	0.0179328	-0.680961
148	-0.680961	0.0189167	-0.565668	-0.083144	1.3285	0.0205866	-0.814367	-0.0938278	-0.312775	0.205542	1.38894	0.413223	2.68566	-0.103896	1.60766	0.150105
149	0.150105	-0.680961	0.0189167	-0.565668	-0.083144	1.3285	0.0205866	-0.814367	-0.0938278	-0.312775	0.205542	1.38894	0.413223	2.68566	-0.103896	-0.41338
150	-0.41338	0.150105	-0.680961	0.0189167	-0.565668	-0.083144	1.3285	0.0205866	-0.814367	-0.0938278	-0.312775	0.205542	1.38894	0.413223	2.68566	0.639841
151	0.639841	-0.41338	0.150105	-0.680961	0.0189167	-0.565668	-0.083144	1.3285	0.0205866	-0.814367	-0.0938278	-0.312775	0.205542	1.38894	0.413223	-0.39272
